ID,P.Value
ZDHHC6,0.3391635469314934
TPGS2,0.3392669639961856
RGMB,0.3392729782616791
PARP14,0.339480764719681
FLOT1,0.3394967323441165
UBE2M,0.3397697596779444
IFT122,0.33992962625691914
SUPT6H,0.3402814319904952
COMTD1,0.3405231756115058
CUTA,0.34062197531428506
SOD1,0.3407237762170262
CDC42EP1,0.3413289364262062
RBX1,0.34150997095274005
IFT172,0.3415301956140283
EBP,0.3416736702760018
CISD2,0.3417055401034139
SUMF2,0.34170865616317425
CROCC,0.34210675610910735
RPS24,0.3421758099348209
CCDC91,0.34235652585663634
MTFP1,0.3426990021583919
AP2M1,0.34281456031773894
PITRM1,0.3434030559604003
MYO19,0.3436295387764047
GNPAT,0.34375858107552903
MED13,0.3438151814649498
SPRY2,0.3443085425884346
RAB21,0.34464588627381243
NDOR1,0.3450058352845783
MESDC2,0.3450433992453329
MGMT,0.34505390794570434
VDAC3,0.34524020741617956
MLL2,0.3453921706974086
TTC13,0.3455692514772598
PPP1R37,0.3460250085126423
LYSMD1,0.34614868593594905
INIP,0.3463295216202942
RGS1,0.34656818945099643
ARF1,0.3466397606175621
BCAP29,0.346840755162624
ZNF673,0.3469349645192482
RPPH1,0.3469957157462532
CAPN1,0.34717948009081423
KAZN,0.3472480795710152
HRAS,0.347387559472788
ZCCHC14,0.3474044766940456
PTOV1,0.34755788848889124
LMAN2,0.34760624179826893
VPS33A,0.34763859188195223
ATG12,0.3477687421169001
NUMA1,0.3478848675631727
MRPL48,0.3479596385159264
DYNLT1,0.34809178981178
LOC100288778,0.34830870347160003
SATB1,0.34917540656317225
UBE2B,0.34922160283185777
FBXL12,0.3497063022871625
TMEM2,0.3498258715518773
MKL2,0.34999771281910885
BTG2,0.3503534238012461
CLN6,0.35051263883826556
UBAP1,0.35061527333429376
ADCK2,0.35092812780103333
CUL5,0.35094059526765564
TSC22D2,0.3509422581906855
AGPAT2,0.35121817818006085
ERCC5,0.35121836287214514
INO80E,0.3519314047604216
RPUSD2,0.3521060319062641
ARRDC1,0.35222251599913934
SESN1,0.35320882086160965
AGBL5,0.3532354500566375
SPNS1,0.35357294773456527
ADAT3,0.3537786587308205
CBR1,0.35410390642165446
KRTCAP2,0.35429983484964866
SNHG5,0.3553427076669613
LRRC59,0.35557912549781323
OFD1,0.3556163171828517
PIGY,0.3562901802744237
MED6,0.3563221715378043
P4HTM,0.3564876493423371
ZNF444,0.35679224919067765
PTMS,0.35699576629913865
SLX1A,0.3574662024520986
ZNF295,0.3575039521587794
IRS2,0.3577025603733359
CNIH,0.35791169190298766
GATAD1,0.35834377304315423
COPS5,0.3584454306557232
LMO7,0.35899362609502805
PPP1R7,0.3591671875255136
METTL10,0.35955680788104394
ACTR2,0.3598891510499773
MDN1,0.3601263117904776
GPAM,0.36049100055094885
STK11IP,0.3605204599442702
FAM115A,0.3605486373681325
NR2C1,0.360874641338663
PAQR3,0.362054077075715
CCDC12,0.3626657422406784
GOSR1,0.36312283656098776
TYMS,0.3632410028091816
SPSB1,0.3637619415561617
COX20,0.36385627340962967
SNRNP27,0.36390561528828513
CX3CL1,0.3643719819882827
WDR60,0.3646238712491605
TMEM99,0.3646244578094706
YME1L1,0.36464024264115336
ZFAND3,0.36464771347407976
AHSA2,0.3646833178643738
DNAJC19,0.36475249615254746
LBH,0.3653986691533987
VCAM1,0.36553407141265315
FAM136A,0.36568769737898266
UBXN11,0.3657744663899567
MED24,0.36579431885163194
LOC100306951,0.3658433644454814
CDK2AP2,0.3659563366702413
NOP9,0.3659800119358778
MED14,0.3663311426510981
RBM8A,0.366339653536383
WDR83OS,0.36635325695888676
TSKU,0.36654753570566034
PTPN23,0.3672420657123432
PQBP1,0.36728685799115457
WHSC1L1,0.36780136886327774
TEAD3,0.36798714649749986
ARHGAP19,0.36802885743919445
PHF10,0.3681776089208838
ARPC5,0.36840841086757947
LMF1,0.3688119574509695
CIDEB,0.36890621126317846
PPP2R1B,0.3691265936175133
PSMB9,0.36977616707725103
NUP50,0.3708901707889707
LOC100128822,0.3712749673717082
CYB5R4,0.3713512433144063
PPP1R16A,0.37149567306307263
SEMA4D,0.37170431059031395
CFDP1,0.3717067045109562
WNK2,0.3718483807571463
C2CD3,0.3722143280647131
LOC93622,0.37225468014138063
TRABD,0.3726071751966481
REPS1,0.3726074943239618
STARD3,0.37317139099631913
ORMDL1,0.3736149600890394
CDK5RAP3,0.3737700284702158
SLC9A3R2,0.3738243049130665
LRFN3,0.3740648393775906
MAGEH1,0.3741122079029572
PNRC1,0.37447456992204375
ABHD12,0.37497066931444045
TRA2A,0.37499149028133294
TFPT,0.37526251553773704
MXRA7,0.3754712040648239
MOB1B,0.3756761317934161
TOP3A,0.37578130503460716
MAPKAPK5-AS1,0.37579635556648594
NINJ1,0.3758837202902946
ERICH1,0.37623743707090007
CUEDC2,0.37649235604143727
ZNF558,0.376705294269867
SLC25A10,0.37675263760054145
IL32,0.3769012877362091
DUSP6,0.37715461792812366
HEXB,0.3772273025521722
MGA,0.3775637769661987
HEMK1,0.37767567624389187
LOC595101,0.3778338534717023
INPP5D,0.3782389374931372
PUM1,0.37839557340446695
BOLA3,0.3786709074821648
ARFGAP3,0.3790290583979937
RIT1,0.37913888633762527
MSRB1,0.37918061177804885
POLH,0.3794527175556959
CEBPD,0.37966426890340477
TRAPPC4,0.3798889205447774
BDP1,0.38020299181548933
DDHD2,0.38029641750613996
STARD4,0.3805230323466534
ARFGEF2,0.3805960592451604
HDAC4,0.38090979076929543
CECR5,0.38097829464802946
COMMD8,0.38101032390907197
FBXW2,0.3811851240803039
FLYWCH1,0.38139684272016117
BBS2,0.38145504479194936
CAPN7,0.38198870355975023
VDAC1,0.3824004829660461
FAN1,0.3825613202718603
EEF2,0.38326587876427554
TMEM138,0.3833123499433547
PARP10,0.3834155612902488
RRN3,0.3836397264070962
ZBTB1,0.3836452982816
HPS3,0.3837416588615469
TRIM35,0.3837537556753594
PI4K2B,0.38431482814829265
ZNF446,0.384394611167017
ANXA1,0.3849939107743504
IFT43,0.38503331945718855
PDCD7,0.38513783494871034
TMPO,0.38531646575162526
HRSP12,0.38584112449006047
SPI1,0.3860229645536093
CHCHD3,0.3860836555453807
FKBP11,0.3863030799385847
TM7SF3,0.3866595050161705
MMGT1,0.38711718713760745
PPIL3,0.3872174150928893
POLR2M,0.3872983552131206
SEC24B,0.387454533930802
LINC00493,0.387880260668912
FAM213B,0.38790124117453406
TFAM,0.3883645236300659
SLC16A13,0.388565852667622
ARL15,0.3887092725846677
APOL2,0.38889482624540495
FABP5,0.38974671591636356
NR2C2,0.38994157371590576
CDKN2C,0.3899648322347493
BCS1L,0.39050215854311676
PCYOX1L,0.3906677109729353
VKORC1,0.3909173130936544
WRAP53,0.39104434319178205
DNAJC14,0.3910859217685867
ZNF266,0.39143805793849107
CMC1,0.3914506331068871
APOL1,0.3914885692412927
CYTH3,0.39150700395928506
MVD,0.39169646778867695
PXDC1,0.39180611840905133
VGLL4,0.39220286371098123
ARFRP1,0.3925568463282292
MRPS26,0.392687359982135
DENND4C,0.39296510146450814
TIMM44,0.39316942013683076
ARCN1,0.39326359653323273
KAT7,0.39345998609801947
TMED2,0.39363626223181536
SNX25,0.3936381362757059
GOLGA5,0.39387944440096967
PSMD10,0.3940000438634961
KANK2,0.39453528625383416
DYNC1H1,0.3946272275054652
AIMP1,0.3951264673464404
MTX1,0.3952433628636487
FAM20C,0.39569183456872226
FERMT2,0.3966311743556852
C1RL,0.3966617623408497
MAT2A,0.3969577936501678
PGRMC1,0.3970451513508877
LOC100093631,0.3970906499068366
TYK2,0.3975637439795464
ZNF710,0.3976804096026789
CCL18,0.3979747170726524
NGDN,0.3981432838914163
EHBP1,0.39880637409152064
LY75,0.39962958917807545
CBX1,0.3997449649544742
TRIM22,0.39978053506418687
MED25,0.400189874173713
ANAPC15,0.40031399198701223
SLC39A4,0.40042215522915725
YTHDF3,0.40051524765354374
DTWD1,0.4008214434469386
DARS2,0.40148479500838996
TMEM45A,0.4021644664151284
GALNT4,0.4023274324238155
CDC42SE1,0.4027251434534401
ZNF644,0.4027684843276995
MTERFD3,0.40277683880432746
RUFY2,0.4029091205339955
TGFB1I1,0.40295199242416024
HLA-H,0.40360452445796124
ESYT2,0.4038724724140528
FYCO1,0.4041861281987288
RG9MTD3,0.4043269238737951
HIPK1,0.4043580056990457
TET3,0.4045294940307863
SLC23A2,0.40454877645144116
RAB11FIP5,0.4048094201530479
SLC39A11,0.404831940541747
RPL22,0.4050527180606852
PDHX,0.4055068340982275
FAHD2A,0.40571927813815123
CCDC90A,0.40592642571077164
MRPL14,0.4061091848165381
TSSC1,0.4064464993287875
ATG2B,0.40676044295604885
DOPEY1,0.4067707249267841
EEA1,0.406904817554119
LIPT2,0.40696612835654933
PICALM,0.40707355005725776
TOPORS,0.40734993853199275
DNMT3A,0.40739130900536014
MAP4K2,0.4074041358092435
GSK3A,0.40770888713312903
ST5,0.40774656208375537
ZNF609,0.40804128641496773
TM9SF2,0.4080734185261279
POLR2B,0.40847357959840813
CD59,0.40851323979259113
SPTBN1,0.40912917238322755
ZNF252P,0.40937704159860033
BNIP3,0.40940910155013766
STYX,0.4094980121991926
LOC100132247,0.40950010198755615
FAM149B1,0.4096971246136569
CASKIN2,0.409969532908259
EBAG9,0.40998247732997606
EMILIN2,0.41019369187975285
SLIRP,0.4102533399076783
LRRFIP1,0.4103550892557617
PON2,0.4110811074160471
PLA2G15,0.41121802651500106
RIC8B,0.4112734490821357
QTRT1,0.4114328077336621
ZNF248,0.4117131485463681
HOOK2,0.41175132134657666
TNFRSF10D,0.41179823368450486
MANEAL,0.41202530316631725
PIGK,0.4121575609540362
CHN2,0.41241922975899337
METTL2A,0.4130913304564716
CHUK,0.41323763200644725
KIAA1598,0.413319510705385
FLOT2,0.4137127618971196
USO1,0.4142474345389058
BTBD10,0.414312808707619
LTN1,0.41441063411607026
POLR3H,0.414423663148772
GFM1,0.41458102215881365
MAGEF1,0.41460087408993074
PARP9,0.4149737894017411
CNOT7,0.4149986925667234
DESI2,0.4153846943534031
ASS1,0.41547522180843366
PISD,0.41549974114372623
CCNL1,0.4155671659786315
GLRX,0.4160713235860384
BPGM,0.4164140893136832
PPP1R1B,0.41690042946261463
CDKN1B,0.41692133584123914
PLEKHA3,0.41696256314860203
RNF123,0.41732872172230107
WDSUB1,0.4174874293604506
PIK3IP1,0.4175683414224137
SMOC2,0.4181564970080226
FRMD4A,0.4183056401492753
IMP3,0.41831043411354474
MRPS25,0.4185991924310547
NUP88,0.41870547171437444
RPS16,0.41885423113149034
GMDS,0.4199318174373573
MRPL10,0.4210206513540319
CCDC53,0.42106160380069224
CD27-AS1,0.421155352239987
CREBBP,0.421506552944406
PUM2,0.42155627529622897
PRPF31,0.42178973405454967
MED28,0.42204929226565924
SLC25A30,0.42220911915588044
CPD,0.42260756499626817
SMC5,0.42291803603970546
STK35,0.42291858246323977
TTC1,0.4232335225904226
METTL21A,0.42331713259379344
IRF8,0.4235071165963219
DPP9,0.4236567913198739
ZNF740,0.4240258538124978
SNX19,0.4240476108239942
AAMP,0.42453736760767236
SNHG8,0.4245526031650557
FAM127B,0.4246846546962092
WDR89,0.42474620528101337
NR2F2,0.42485057421124495
GLB1,0.42570591593284324
TTC12,0.4257771382161444
EPB41L1,0.4258625610800827
TP53I11,0.42622928392713855
SERPINB1,0.42639067326963276
SF3B2,0.42704263266223585
JOSD2,0.4270940777035829
MAF1,0.42824108976770114
COX18,0.4282698045995147
BTBD2,0.4284117067201444
AGR2,0.4289881158548904
NDST1,0.42927416479398595
IDUA,0.4298821347792423
B4GALT3,0.43039252008054496
RASA2,0.43045348479006995
GTF3C2,0.43068800077198444
MED15,0.4308132602055823
BABAM1,0.4315275094697425
USP28,0.43155746782168436
CAAP1,0.43158803828451664
MRPS15,0.43161962581680846
MRPL37,0.43164948524434477
SLC12A4,0.4317109938398336
EIF3A,0.4324277723114862
UBA5,0.43245965477277837
USP37,0.4324866769694482
FAM175B,0.43303190354551335
FAM195B,0.4331324018633331
IPO13,0.43333752075550913
NDUFAF5,0.43375675913875655
CAMLG,0.43389548477495987
RBM17,0.43424937470905944
RIN2,0.4345325198996226
RAB10,0.43455536213272405
PAM,0.43472051888413565
BROX,0.4350417916200525
TSSC4,0.4351405394423373
WDR48,0.43587959212955574
"NAA35",0.43600851506491545
PHF2,0.43642386132563094
GPX2,0.4365051916533432
CARD10,0.43661104231270254
SIAH1,0.4366155312876726
XBP1,0.4368388726914012
PIGP,0.43686499905280674
ZNF160,0.43693217866939293
MFSD6,0.437066486577645
PPAPDC1B,0.4374811289975602
CDK10,0.4374890298571915
WDR59,0.4376302280740888
RPL26,0.4378456394703436
MLL,0.4379906237421536
ZNF32,0.4380746059802685
DCK,0.4381382308048437
ULK1,0.43847381993796153
PARD3B,0.43855767742876106
ABHD13,0.43855785639239
MRPL44,0.43900097974565155
PTPRE,0.4394752304934486
DEM1,0.43959618079408325
MICALL1,0.4398510417656859
ACTG1,0.4399102168981247
PARP6,0.44013012641112204
P4HA2,0.4407571513358256
KIAA0368,0.4411175461600606
UNG,0.44117408247983403
PDPR,0.44126175414272195
FTSJD1,0.44158261908673024
DDX5,0.44170753550721187
CSTF2T,0.4419166694468154
STARD13,0.4421364132263801
INPP5F,0.44238866778945185
EMP2,0.44248391760765804
NEK9,0.4427108507497125
CCM2,0.44315472000236467
CREB1,0.4433676404783311
FAM129B,0.4434111634060104
HTT,0.44364283111101344
MAN1A2,0.4437062622489669
RBM10,0.44376523310183014
CD40,0.4438119038996313
BCKDK,0.4441233990023906
ANKRD27,0.4441393925773781
EVI5L,0.4442108068214816
ZNF512,0.444674590184318
DIABLO,0.44479363015551876
CSTB,0.4450034014491452
ABAT,0.4450503825297304
HCP5,0.44512620839326944
CNPY4,0.4454452645859691
MLLT6,0.44559765817485775
GEMIN7,0.44563377989210773
ZHX2,0.4456691512888191
ATG10,0.4457260504220827
ADCK3,0.44575717103790624
CNOT1,0.4463546594734965
TPPP3,0.446506173097561
PCMTD1,0.44656905042613293
HES4,0.4468140273746205
ABCB10,0.44708209414847466
WDFY1,0.4475954056888204
SNAI2,0.4480397671511558
KIN,0.4480581827526072
FBXO31,0.44824430208854416
LAMB2,0.4485021103193578
HSPB11,0.4485674712636637
KAT6A,0.4487005371443976
ACYP2,0.448713975006203
KIFC2,0.4490426406228235
DUS1L,0.44910993352744044
BCAS2,0.4492509858236454
MUC1,0.449851245706948
PIN1,0.4498928106288951
QPCTL,0.4499605352682705
XPA,0.4500392768389764
SERPING1,0.4502453528283624
ZNF192,0.4506364773736663
ZRSR2,0.45067547343713155
ELF2,0.45092950458677294
ZBTB38,0.4516140299153356
TAF12,0.4516642618229326
USP20,0.4518717106806156
TEX261,0.4519126451180301
GLE1,0.45240394295452213
INPPL1,0.4528655093771502
DHX40,0.45335647256211775
SMARCE1,0.4534231683426838
LOC100129034,0.4536843885702816
DHRS4-AS1,0.4537148276371593
BMP4,0.45383270722647884
XPO6,0.4540601085422622
MLL4,0.4542394109608554
TAGLN,0.4542869186096522
LPAR2,0.45446212814734643
DEF6,0.45454456267907706
PEX12,0.4546062695510499
HIAT1,0.45479745265318194
GNPDA2,0.45483219216210247
FZD8,0.45486293801226063
NIPSNAP1,0.45498507283641487
MRPL39,0.45506184428109964
CREB3L1,0.4551619051018505
ZNF319,0.455627317745277
RPL10A,0.4557833084496078
RAB1A,0.4563078636752257
SNRNP25,0.45652570110832025
COPS4,0.4567452228688723
APITD1,0.4581569712544812
TMEM186,0.4582071369803179
BATF2,0.4582097406084725
RPSA,0.4583880752642525
FBXL4,0.4586959282843168
ERAL1,0.45877165682867993
IFT74,0.4589071540821651
NPL,0.45909027050469087
RGS19,0.4593634142354809
PAPOLA,0.45944831783904916
MATR3,0.4596091960819495
LNX2,0.4596865308937885
AXIN1,0.46027185554250416
RBPJ,0.4604140230852397
MYCBP,0.4608521655494763
CHIC2,0.4609653718418174
ALOX5AP,0.4612359277389845
LOC100190986,0.46165472385130923
SFT2D1,0.46239148075869396
MZT2B,0.4627231442457116
SARM1,0.46276261892482684
ZNF638,0.4628466904535873
DNASE1L1,0.46348700648851904
RASGEF1B,0.4636185944610913
HDAC11,0.46381907231887476
ZBTB45,0.46432584393134513
RTCA,0.4645064620266447
SNAPC5,0.4646426580852937
EPS15L1,0.4648999747755733
KIF22,0.46532978851141993
CNIH4,0.46541917963315005
GOLGA7,0.46598867922830967
TRMU,0.46611007318508035
COMMD7,0.4661240095167051
ROCK2,0.46620833571858245
RPL41,0.4662385243910441
SLC38A6,0.46743005114628877
SGTA,0.46786747765364534
ZNF438,0.4681505513480906
RPS23,0.4685508557369682
MRPS34,0.4686824298349178
BCL3,0.4692277695384266
RPRD1A,0.46934746910508296
SUGP2,0.46943244231881
TCEAL4,0.4695817658021162
RIOK2,0.4696137352030929
YIPF3,0.4698314470845837
GPX4,0.4700150964978381
FKRP,0.47022894987018604
U2AF2,0.4704037410772097
AGPS,0.47082154271041954
FIZ1,0.4710169497259681
CDC23,0.47108703148920184
TMEM69,0.4712714675254537
RAD9A,0.4713655204988162
LSM10,0.47151574407233265
UNC119,0.47153784666645215
ACTN4,0.4716537977236931
PNPLA4,0.47165970552584247
SCARF1,0.47177187619438776
SCFD1,0.47189758840343676
WDR41,0.4719267981068187
BAZ1A,0.47233050602971227
LTBR,0.4724870905406957
EMC9,0.4725024346014578
BNIP2,0.4729706269663877
ARHGAP1,0.4730217960274866
FAM20B,0.4732678218150196
IGF2,0.4736373579896471
SVIP,0.4736993520604105
PYGB,0.47374147051000104
DBNL,0.4739403448619217
TRPV2,0.4739870022993645
TRIM56,0.4741282026841379
IER2,0.4746226903763082
CRTC2,0.47486429220676196
GMPPA,0.4752646866577446
AUTS2,0.4753929066543946
SOCS5,0.4754521690707032
IRF3,0.47553807331642384
DVL1,0.475540259522203
LRP5,0.4765449859894646
APEH,0.47655055693769444
EFR3A,0.4767703917074203
MFF,0.4772625185367173
RPUSD3,0.4772954306826893
FOXK2,0.4773187338199618
WDR45L,0.47739237555170577
MYNN,0.4780652120647899
ODF3B,0.47845969766450436
PABPC4,0.4786656481051277
TPRA1,0.47870550254196065
NRBP2,0.4787909950552921
KLHL2,0.47896824040856745
MCM9,0.4791057234069702
TANC1,0.4792496366808605
TXNDC12,0.47958778153265436
HNRNPAB,0.4797582603836422
DUT,0.48013905747260344
CEACAM5,0.480282553255291
GOSR2,0.4803311095423414
SDHC,0.4804573244674921
TNS3,0.4805057953987725
STRA13,0.480816372449664
"NARG2",0.4819855780521516
CD163,0.48218844335088484
DNAJA4,0.48254658038392895
IFRD1,0.48260536288574085
MAP2K3,0.48264595397893495
DBI,0.4828005570095151
TPGS1,0.48290719145905525
CDKN2D,0.4830455218454539
PYGO2,0.48338519568812355
MED23,0.48349780284793753
DUSP23,0.4835413915745903
KIAA0753,0.48356859526982243
KIAA0664L3,0.48360175679011663
DEXI,0.48397984422844875
HINT3,0.4843912151136134
EXOC5,0.4845036268845232
MAP3K5,0.48512249783463546
KCTD17,0.48525336627425564
H2AFJ,0.4854641854467959
B4GALT5,0.48549718107632633
VPS13B,0.4858147915353064
CCDC66,0.4859651321152164
NOA1,0.48698583776094917
TYSND1,0.4871762965808072
MYLK,0.4873402750931878
SLA,0.4876107774184907
ZFP62,0.48767006088734854
DDX1,0.4876755298454174
PRKAB2,0.48771065891671106
MTMR2,0.48778159593724946
GALNT11,0.4878784027323527
B3GALTL,0.4880421580598794
RASA1,0.48823558569763637
PSMC6,0.48834501266621055
VPS25,0.48847425378313825
ZCRB1,0.48890078340532184
NFKBIL1,0.4889189731070054
RNF40,0.489473875121069
TFG,0.4897782534053907
POLR2H,0.4899461923985642
RHOA,0.48995363266701375
MED12,0.49019435154355473
NEMF,0.4907465070534208
IL18BP,0.4907822359723515
RWDD2B,0.49134459806880704
MDM4,0.4914874036069904
BLCAP,0.49173172167004076
GFPT1,0.49210058552901204
TPM3,0.49295334018513326
PDCD10,0.49318113744971026
TAPBP,0.49321187927995014
ACYP1,0.4932376084749759
GSS,0.49337800466598003
DBNDD2,0.49338516654452924
FAM3C,0.4943236989379757
EMC4,0.4944221676498173
AKT2,0.4944820629896316
SCYL1,0.49492355183149084
FARS2,0.4950725752868613
SRP68,0.4957727980811105
PRDM10,0.496241955572459
CNNM3,0.4962603404796826
ISCA1,0.49632077296743426
GATAD2B,0.4963519997315927
ICOSLG,0.4963877646407129
BRI3,0.4963961966173269
VEGFB,0.4966501838149737
NPLOC4,0.4971636040627392
KIAA0146,0.4973276200895024
PTDSS2,0.4978584513801707
HMGN3,0.4980045578021467
BCL7C,0.49808512104674585
TMEM245,0.4981030580446191
GALC,0.498254565440012
RBBP8,0.49826232090728306
RPL13AP5,0.4984262448635556
CCDC117,0.4985908916720734
ZNF830,0.4986485671092479
MBTD1,0.49885210026325566
MKKS,0.49889289800517944
TBC1D13,0.49913469806514243
POLR2J2,0.49948785973301624
CYB5R3,0.49978297682884865
MTIF2,0.5001421620157492
THBS1,0.5002819829627427
SNX27,0.5003993263449071
SH3PXD2A,0.5006445186418933
PWP2,0.5007536790919729
TPRKB,0.5007666331040141
MLEC,0.5010974060450637
SETD1B,0.5012135460692062
DUS2L,0.502908572077674
ZFP36L2,0.5033627389134494
MRPS18B,0.5034811193352675
PCNX,0.5037465858121013
LOC148413,0.5038129172347425
ZNF646,0.5039908531640238
LRRC37A4P,0.5040365868848704
XPO7,0.5041288444926806
MTF2,0.5043498462058089
ZNF587,0.5047592820876761
METRN,0.5048815899757895
MID1,0.5055593839311492
FYTTD1,0.5058772705565324
RBBP4,0.5062412273086816
ACBD5,0.506779892376647
SMG1,0.508180149379049
TWF1,0.5082772671405003
TMEM198B,0.508390519827145
TAP1,0.5084041214820894
OASL,0.5088748656277245
MSL2,0.5091880400912043
RPS6KA4,0.5102183643890024
FASTKD3,0.5103751643116694
INPP5E,0.5104210051392117
FAM176B,0.5107374823044613
ZFAT,0.5110969905949068
ACY1,0.5114290641269307
COPS7A,0.5114510849412708
ANP32A,0.511761540823946
MECOM,0.511826502588173
ZKSCAN4,0.511834883126434
ACTR3,0.5118469529741474
CDV3,0.51203598102726
WHSC1,0.5123297356857158
RAB13,0.5128206136884181
RNF111,0.513034281618372
RBM22,0.5133730168439763
BNIP1,0.5140065820811863
ATF2,0.514145896252923
RHBDD1,0.5144401589604206
STARD7,0.51448012923642
LTBP3,0.5151726826922607
SUPT5H,0.5155916616381792
MYO10,0.5162013762095057
BST2,0.5163166952101186
MRFAP1,0.5164527116260816
TERF2,0.5165290577687449
CHCHD7,0.5168907470960413
ZMYND11,0.5173277064863523
PLSCR1,0.517454044872717
FAM76A,0.5177451657093177
TMEM60,0.517925031915138
OSBPL5,0.5180247237081061
CDK6,0.5180616132554601
FOXRED1,0.5181707342336042
ACIN1,0.5186723730890241
KDM5B,0.5188612900990015
LOC202781,0.5190448330116225
GIMAP2,0.5193834034211826
CMIP,0.5195999738501884
APBA3,0.5203855385487628
ERC1,0.5204514654701637
IFI30,0.5204723945527686
IGFBP2,0.5207953288402596
SPAG9,0.5208499282207869
SIPA1L1,0.5211793916443379
CCDC82,0.5212252484890956
CDAN1,0.521469863609864
RPL5,0.5214909252645846
POLR2J3,0.5216604753908746
TMEM234,0.5224358242116449
ADAP1,0.5225067248129237
PTPRO,0.5225280855604544
RPLP0,0.522535716858525
COX17,0.5226100485547304
NDUFB11,0.5226588544391578
AFG3L1P,0.5227177413616662
MAGT1,0.5227308124198595
MTA1,0.523297759734986
CRELD1,0.5238115159895322
PRDX5,0.5240486009104204
SLC25A40,0.5242116762282591
PTRF,0.5243031512024052
FOXO3,0.5243576950334669
SAMHD1,0.524364206268044
RSRC2,0.5246015794933074
POLR3B,0.5246233319181705
ALG6,0.524713143917694
NUS1,0.5248684794542116
KDM2A,0.5252954278347448
VPS36,0.5254163582448307
SNRPD3,0.5254533453110366
SARS2,0.5258152418459657
TIMM13,0.5261707512505238
RPL9,0.5262348385295448
RNF44,0.5262695494921141
TSPAN12,0.5264403541455245
GGH,0.5264929905298097
WDR82,0.5266391401580621
BMP1,0.5267258814139937
LOC729852,0.5267426801231924
FAM71E1,0.5270313106103379
CDKN2AIPNL,0.527661737016432
BCDIN3D,0.5284232233402797
RNF168,0.5285774653835731
SNX21,0.5286398991976469
CCHCR1,0.5288487325367724
ZC3H12A,0.5294229081717653
SETD4,0.5296827771400499
GDI2,0.5304675595383457
MRPL11,0.5306485254295665
PLIN3,0.5308060446235422
TRAM1,0.5309294919330725
MYO6,0.5309889864177464
ZNF700,0.5315605936703464
ST13,0.5328602651648922
PCNT,0.5333231629560848
H6PD,0.5334765379153981
GOLPH3,0.5337662817018904
SPRYD3,0.5338974071884333
ELAC2,0.5343846977625583
FAM109B,0.5350180649949283
TRMT2A,0.5352839274502308
GNB2L1,0.535630073632151
SIL1,0.5364482811447662
RFC1,0.536592269109406
INTS5,0.536995972745647
TBCB,0.5372411055350265
CD320,0.5373824471144872
HARS,0.5378421666856801
GNAI3,0.5385851297192388
DENND1A,0.538902249525634
GTF3C1,0.5390629938691112
CHCHD1,0.5399637997332554
UNC50,0.5400019703133805
LOC100505806,0.5402015504735308
SOAT1,0.5412016450430339
SLC35E1,0.5415222549553136
NDUFS6,0.5416201939628349
LMAN2L,0.5424259029614225
PSMD3,0.5425936679747426
KCTD11,0.5443609382158312
PIP5K1C,0.5444030122033472
LATS1,0.5446759267812509
WDR73,0.5448698347245315
PELP1,0.545391071625395
ACTB,0.5459254435486243
GIGYF1,0.5464870068082043
TCEB2,0.5466418090406593
PLEKHO1,0.5470668580586497
PARP4,0.5470840311920816
MAFK,0.5470934479857508
CHD1L,0.547190841692805
FADD,0.5474662740300075
S100PBP,0.5478776210404868
ELP2,0.5478928268682586
RBM7,0.5483295625097082
CCNI,0.5486840058503966
BSCL2,0.5487053899363892
RBM38,0.5487720882116867
TRAF7,0.5492352370386797
SLC27A3,0.5493633466556067
RPS8,0.5500346218688972
DVL3,0.5501701981419835
HMGN1,0.5502123462184747
PMF1,0.550261058235374
DDR1,0.550456140166097
PLCB3,0.5506497117729401
SRP9,0.5510841197211407
CIR1,0.5510870761998079
PRDX3,0.5512296307147201
SLC9A8,0.551782971961597
FAT1,0.5525037684289749
CWC27,0.5525274036568485
FAM199X,0.5532057409868537
ANKHD1,0.5534368072804781
ATG7,0.5541128474055605
IFT46,0.5544488570033943
PRNP,0.554503424543171
NCOA3,0.554785391075346
SSH2,0.5551282930768188
CYP20A1,0.5551517795733465
ABI1,0.5553176181418307
TUBA1A,0.5556077268032373
SDC2,0.5556951596691129
EEF1G,0.5558670798832845
GPR124,0.555986636877582
REV1,0.5560357447692001
SPATA2,0.5564045088370921
ZCCHC6,0.5573005945259972
TRAM2,0.557415487691492
LOC100507577,0.5575918403709405
S100A6,0.5577225247730017
ZNF720,0.5577281807573322
KPNA6,0.5577548375264243
UBR3,0.5580466635016492
SRR,0.5588177422577165
SCAND1,0.5592396395797873
TMX4,0.5594073367108373
ERP44,0.5594108466745213
ANO9,0.5598468092765465
AP1G2,0.5600276991400073
LRCH3,0.5604377579921493
SLC18A2,0.560721722475446
RBM25,0.5608371367927453
CIC,0.5608898606004893
LOC645513,0.5609337681983415
KLHL36,0.5612732928973114
PPP1R9B,0.5618256739925784
S100A4,0.5618371402613294
KIAA0355,0.5626042079939968
TRIM8,0.562621229315037
TIFA,0.5628120913298639
DHX29,0.5632283968847271
GPHN,0.5634837967971837
AQP1,0.5637809428848245
LOC100507567,0.5641642373632609
MAPKAPK5,0.5642394904915158
ASNA1,0.5642863429304561
EIF3D,0.5644124468445926
ARPC1A,0.5644897554089703
MCF2L,0.5648468371247829
TSPAN6,0.5652323271122779
