source,target,weight,resources,references
EGR2,SERPINE2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8268720
EGR4,SERPINE2,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8268720
MYB,CDK1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8270002;CollecTRI:8420994
SP1,CDK1,1.0,CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI,CollecTRI:8270002
POU1F1,CEL,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8276142
ZNF362,CRH,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8276145
TFAP2A,MYC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8276360;CollecTRI:9632747
MYOG,DES,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI,CollecTRI:25653159;CollecTRI:8062833;CollecTRI:8276797;CollecTRI:8382796;CollecTRI:9502427
GATA3,SERPINH1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8276858
HMGA1,NFATC2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8284217
CEBPA,INSR,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:8288055
ATF7,SELE,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8288576
CEBPB,OTC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8288597
PITX2,RBP2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8288643
NR2F6,POU5F1,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8289793
PBRM1,CSF2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8289796
ERG,CAT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8290279
HNF1A,APOA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8290348
HNF1A,APOC3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8290348
RXRB,SUPT7L,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8294402
MYC,FGF8,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8297813
THRA,HLA-DRB1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8299553
HR,EIF3K,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8300573
SNAI1,INHBA,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8306877
HNF4A,ACADM,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8314750
THRA,RPS14,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8319560
ESR1,MGP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8319825
SP4,MYL2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8321243
MEF2A,MYL2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8321243
TBP,RPL32,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:1497610;CollecTRI:8325365
MYC,EIF2AK2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8327497
ZNF79,CAT,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8332495
GLI3,IL2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8335913
GLI3,SLU7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8344950
CEBPA,APOB,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI,CollecTRI:1545795;CollecTRI:8344962;CollecTRI:9921275
TFCP2,CAT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8349681
CEBPG,CCL3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8355682
CEBPG,CEL,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8355682
CEBPG,JUN,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8355682
ZNF410,MT1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8360257
ZNF410,TGFA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8360257
ETS1,CEL,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8361234
ETS1,DLST,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8361234
RB1,TFDP1,-1.0,CollecTRI;TRRUST_CollecTRI,CollecTRI:8223441
TFDP1,RB1,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8361753
REL,SLU7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8361761
CEBPA,APOA2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8369280
CEBPG,APOA2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8369280
HNF1A,APOA2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8369280
PHF20,GH1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8370519
PHF20,POU1F1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8370519
ETS1,CD74,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8371355
JUN,CRH,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8375573;CollecTRI:8380380
NR4A1,CYP21A2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8380897
FOXD2,ADRA1B,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8381435;CollecTRI:9287317
FOSB,PENK,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8381898
SP1,CKM,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8382608
VDR,ADAM2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8382695
VDR,RARA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8382695
SP1,COX5B,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8382696
MYB,ERVK-11,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8382794
MYBL2,ERVK-11,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8382794
MYF5,DES,1.0,CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI,CollecTRI:8062833;CollecTRI:8382796
MYF6,DES,1.0,CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI,CollecTRI:8062833;CollecTRI:8382796
TBXT,DES,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8382796
TP53,TKT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8384849
RARB,GH1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8384988
SP1,HMBS,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8385011
CEBPD,CASP3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8385337
RARA,BABAM2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8387200
MYOD1,PRKACA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8387507
MYF5,PRKACA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8387507
LHX2,TFAP2A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8388865
SPIC,ADM,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8388865
SPIC,TFAP2A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8388865
RARB,ACHE,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8389000
RARB,TAF2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8389001
TAF1,RARB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8389001
TAF1,TAF2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8389001
RCOR2,CKM,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8393137
MYOG,TNFRSF11A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8393137
NR3C1,H1-2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8393792
TEAD1,ADAM2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8396764;CollecTRI:9670917
PGR,CAT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8397827;CollecTRI:9221830
PGR,PTP4A3,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8397827
HMGA2,JUN,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8404652
TP53,TBP,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8405994
HIVEP1,TPM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8406008
WT1,CSF1,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:8407965
TCF3,STMN1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8409938
MYF6,FGF2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8413199
RARA,CALCA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8413210
EGR1,NR4A1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8413214
MEF2A,ALDOA,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8413246
GLI3,ALYREF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8413248
MYOG,MLC1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8413304
NFKB2,CXCL8,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI,CollecTRI:15079071;CollecTRI:8413215;CollecTRI:8413306
PAX8,WT1,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:15961562;CollecTRI:8414514;CollecTRI:8861958;CollecTRI:9388203
THRB,GTF2B,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8415616
IRF6,ORM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8417341
EGR1,NPPA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8417355
YY1,CKM,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8423791
NFE2,HBE1,1.0,CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:16287851;CollecTRI:8423810;CollecTRI:8887635
JUN,PTHLH,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8427983
POU2F2,SLU7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8428575
MYCN,HLA-E,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:8428579;CollecTRI:8895520
FOXG1,MYH6,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8428936
NR4A1,CAT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8428953
NR2E1,RAF1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8430097
FOXA1,APOB,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:8441395
POU1F1,SLC25A5,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8441408
GFI1,IL2,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8441411;CollecTRI:8962093;CollecTRI:9566867
ZNF699,IDO1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8444884
GATA1,PKLR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8449904
ID1,POMC,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8455616
TCF3,POMC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8455616
SRF,NFKB1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8455627
AR,PTHLH,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8462465
TFAP2A,CA2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8463242
FOS,BTK,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8468470
THRA,MMP12,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8469235
GLI3,LRP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8472914
POU1F1,HSPA9,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8473291;CollecTRI:8735601
SFPQ,HSPA9,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8473291
FOXC2,CCL3L1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8474441
FOXC2,IL3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8474441
PAX1,MYC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8479742
STAT1,SNAP91,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8483949
GLI3,PDGFA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8486717
JUN,TKT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8489245
TCF3,USP7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8492811
RB1,ELF1,1.0,CollecTRI;TRRUST_CollecTRI,CollecTRI:7702750
ELF1,RB1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8493578
NR3C1,SPTA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8502237
SP1,PDIA3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8503862
FOS,GRP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8505325
ETS1,CAT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8510925
ETS2,CAT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8510925
ETS2,GATA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8510925
PAX5,PAX8,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8521821
PAX8,TP53,-1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:8521821
CEBPB,TOP1,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:8524227
YY1,CSF2,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:7838721;CollecTRI:8524292
FOS,TP53BP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8524315;CollecTRI:8910340;CollecTRI:9448005
RELA,TP53BP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8524315;CollecTRI:8910340
NFIA,KLK1,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8526898
SP1,KLK1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8526898
NR2F2,CETP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8530390
PITX2,CETP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8530390
WT1,LITAF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8530399
NFKB1,CXCL1,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:10530453;CollecTRI:11112786;CollecTRI:15958549;CollecTRI:16040075;CollecTRI:7479086;CollecTRI:8530498
NFKB1,CXCL14,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8530498
TBP,SLC26A3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8537118
FOXN1,PTHLH,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8537338
RUNX1,BGLAP,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8537354;CollecTRI:8643513
CEBPB,GPS1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8537397
USF1,APP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8541835;CollecTRI:8717367
REL,LYZ,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8546707
RELA,LYZ,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8546707
SSRP1,LYZ,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8546707
HNF4A,TF,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8550563;CollecTRI:9053305
TP63,IFNG,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8551218
ETS2,CSF1R,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8552081;CollecTRI:8981363;CollecTRI:9506963
MYOD1,INS,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8552091
TEAD1,IVL,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8554386
TEAD1,CAT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8554386
ZHX2,NOS2,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8557638
ZHX2,SAMHD1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8557638
GABPA,TPM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8559654
SP1,CCK,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:8561897
SPI1,CCK,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8561897
USF1,CCK,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8561897
ZNF354C,EGR2,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8565822
ZNF91,CD74,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8568247
ZNF91,HLA-E,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8568247
AR,MMP9,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:18281488;CollecTRI:20083299;CollecTRI:8570199
CEBPA,SLC9A1,1.0,CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI,CollecTRI:8572170
CEBPD,SLC9A1,1.0,CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI,CollecTRI:8572170
AR,LCT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8576035
SP1,ACACA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8576128;CollecTRI:8663083;CollecTRI:9240931;CollecTRI:9271397
LITAF,HSPA5,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8576245
MECOM,CSF1R,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8577711;CollecTRI:8585955;CollecTRI:9209363
THRB,PAX1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8577741
PAX1,THRB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8577741
POU2F2,BTK,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8577772
MAFA,CASP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8584024
TAL1,KITLG,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8585967;CollecTRI:9292545
HESX1,MAPK1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8589450
HESX1,MYL2,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8589450
ZHX2,MYL2,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8589450
ZHX2,NPPA,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8589450
APEX1,HIRA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8593679
FOXM1,C4BPB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8598458
NFIA,C4BPB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8598458
NFIC,C4BPB,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:8598458
MYC,THPO,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8601634
NFKB2,MAPRE1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8601788
FOXA2,TPO,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:8602863
JUNB,NPPA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8603581
RARB,GLUD1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8606156
KAT5,TAT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8607265
TFAP2A,ADAMTS7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8610173
TFAP2A,ACHE,-1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:7559515;CollecTRI:8610173;CollecTRI:9571041
CEBPG,SERPINA3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8611141
FOSB,BGLAP,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8612540
HNF4A,ARG1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8612622
CDX2,CA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8612644
HOXB7,CA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8612644
RELA,AGT,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:10628750;CollecTRI:8613256;CollecTRI:8833654
NFKB1,AGT,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:10628750;CollecTRI:8613256
SP1,ADRA2A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8613257
PHOX2A,TH,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8613746;CollecTRI:9798905
TP53,KRT8,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8615594
MYB,CDKN1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8616838
TEF,ALB,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:8617210
JUNB,GSTK1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8617242
JUNB,HPGDS,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8617242
JUND,GSTK1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8617242
JUND,HPGDS,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8617242
FOS,EIF3K,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8617811
RARA,WNT1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8619133
MAFB,TFRC,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8620536;CollecTRI:9209434
SNAI1,HSPA4,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8620833
SP1,ALDOC,1.0,CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI,CollecTRI:8620889
ZNF362,HBB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8620889
HNF4A,MST1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8621550;CollecTRI:9668124;CollecTRI:9886825
JUN,ITGAX,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:8621914;CollecTRI:8649405;CollecTRI:8649434;CollecTRI:9295357
IRF6,TSPOAP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8622636
SPI1,CSF1,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:10080908;CollecTRI:12130514;CollecTRI:25574134;CollecTRI:8622667;CollecTRI:9632776;CollecTRI:9988737
NR2F1,HNF1B,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:8622679
NR2F2,HNF1B,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8622679
PITX2,HNF1B,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8622679
NR2F1,HNF1A,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8622679;CollecTRI:9111350
PITX2,HNF1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8622679
WT1,CCN3,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:11502835;CollecTRI:8622864;CollecTRI:9626060
IRF1,EIF2AK2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:7543195;CollecTRI:8622878;CollecTRI:9333018
BCL11B,LGALS3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8623933
ESR1,GH1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8625613;CollecTRI:9259323
ESR1,GHRHR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8625613
RARA,GH1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8625613
RARA,GNRH1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8625613
EGR2,HOXB2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:11923201;CollecTRI:8019912;CollecTRI:8625806;CollecTRI:8895582;CollecTRI:9256343
MEF2C,DES,1.0,CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI,CollecTRI:8062833;CollecTRI:8626009
CEBPG,PRKACA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8626491;CollecTRI:9774647
TP53,NPPA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8626545
NR2C1,EPO,1.0,CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI,CollecTRI:7891708;CollecTRI:8626614
PAX5,XBP1,-1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12524387;CollecTRI:17257674;CollecTRI:20483239;CollecTRI:8627152
FOS,BLOC1S3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8627667
NKX2-5,SCGB1A1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8628271
TP53,TPO,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8631011
RXRB,CD74,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8631847
RXRB,RBP1,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI,CollecTRI:8631847;CollecTRI:9234931
TCF3,ADAM2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8631987;CollecTRI:9582342;CollecTRI:9843964
TEF,ADAM2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8631987;CollecTRI:9670917
POU2F1,CYP1A1,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:8632766;CollecTRI:8729008
NFKB1,DLST,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8632901
WT1,SLC10A4,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8634146
SP1,SPTA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8634425
KLF1,GYPB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:8634425
SP1,GYPB,1.0,CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI,CollecTRI:8634425
