"","X","source","target","weight"
"5756",6772,"BCL3","TNF",1
"5757",6773,"LOC100152845","SKP2",1
"5758",6774,"ETS1","LOC100156976",1
"5759",6775,"ATF2","LOC100526021",1
"5760",6776,"LOC100737827","BRCA1",-1
"5761",6777,"LOC100737827","CBX5",-1
"5762",6778,"LOC100737827","RBBP4",-1
"5763",6779,"WT1","Grp",1
"5764",6780,"WT1","NOS2",1
"5765",6782,"FOXA2","F2",1
"5766",6783,"HNF4A","F2",1
"5767",6784,"SP1","F2",1
"5768",6785,"LOC100621629","F2",1
"5769",6786,"NR6A1","BMP15",1
"5770",6787,"NR6A1","GDF9",1
"5771",6788,"FOXO3","LOC100625039",1
"5772",6789,"CEBPA","Ptgs2",1
"5773",6790,"LOC100738625","LOC100515207",1
"5774",6791,"PLAG1","LOC100515207",1
"5775",6792,"PLAG1","PTEN",1
"5776",6794,"LOC100624472","LOC100525528",1
"5777",6795,"","",1
"5778",6796,"LOC100525580","RBFOX2",1
"5779",6797,"EGR1","HSPA4",1
"5780",6798,"Pitx1","Cyp11b2",1
"5781",6799,"LOC100739594","LOC100739594",-1
"5782",6800,"LOC100738392","TNF",1
"5783",6802,"USF1","CYP19A1",-1
"5784",6803,"USF2","CYP19A1",-1
"5785",6804,"Ascl2","CYP19A1",1
"5786",6805,"KLF2","LOC100520838",1
"5787",6807,"NFE2","LOC100737768",1
"5788",6808,"LOC100738392","ADCYAP1",1
"5789",6809,"PPARG","",-1
"5790",6811,"ATF2","",1
"5791",6812,"LOC100624472","",1
"5792",6813,"PPARG","SGK1",1
"5793",6814,"USF1","CD2",1
"5794",6815,"","IDH1",1
"5795",6816,"SREBF2","IDH1",1
"5796",6817,"LOC100521317","LOC100623143",1
"5797",6818,"TP53","LOC100521317",1
"5798",6821,"ALX1","LOC100738967",1
"5799",6822,"ALX1","LOC100626961",1
"5800",6823,"Jund","Il11",1
"5801",6825,"BCL11B","SIRT1",1
"5802",6826,"AR","LOC100127164",1
"5803",6827,"PURA","",-1
"5804",6828,"ELK3","",-1
"5805",6829,"LOC100624349","GADD45B",1
"5806",6830,"","GADD45B",1
"5807",6831,"SMAD4","GADD45B",1
"5808",6832,"SP1","Chil1",1
"5809",6833,"NCOA1","IFNG",1
"5810",6834,"PPARG","BRCA1",1
"5811",6835,"HES1","LOC100623303",1
"5812",6836,"RUNX1","LOC100623303",1
"5813",6837,"LOC100625253","LOC100623668",1
"5814",6838,"Myc","CCNA2",1
"5815",6839,"Myc","LOC100739227",1
"5816",6840,"CREB1","LOC100520439",1
"5817",6841,"Pou2f2","LOC100520439",1
"5818",6843,"CEBPA","TF",1
"5819",6844,"LOC100525580","TF",1
"5820",6845,"DDIT3","TF",1
"5821",6847,"PGR","LOC100127164",1
"5822",6848,"LOC100624472","GC",1
"5823",6849,"","CYP1A1",1
"5824",6850,"AR","Cyp11b2",1
"5825",6851,"AR","Cyp11b1",1
"5826",6852,"LOC100516014","LOC100525150",1
"5827",6853,"LOC100621341","Cyp11b1",1
"5828",6854,"LOC100621341","CYP17A1",-1
"5829",6856,"KAT5","LOC100520993",1
"5830",6857,"Msx2","LOC100520993",1
"5831",6858,"TP53","DUSP5",1
"5832",6859,"","",1
"5833",6860,"E2F4","",1
"5834",6861,"LOC100157957","",1
"5835",6862,"LOC100621006","LOC100513384",-1
"5836",6863,"HNF1A","LOC100515394",1
"5837",6864,"LOC100737684","GNRHR",1
"5838",6865,"LOC100513560","SMAD7",1
"5839",6866,"NR2C2","SMAD7",1
"5840",6868,"","LOC100153846",1
"5841",6869,"LOC100153751","IL13",1
"5842",6870,"","PTPRO",1
"5843",6871,"HES1","LOC396877",1
"5844",6872,"CEBPA","LOC100522182",1
"5845",6873,"LOC100525580","LOC100522182",1
"5846",6874,"LOC100737684","",1
"5847",6875,"","XBP1",1
"5848",6876,"LOC100516014","KLK1",1
"5849",6877,"C-ERBA-B1","LOC100738589",1
"5850",6878,"PBX1","LOC100037976",1
"5851",6879,"XBP1","IL10",1
"5852",6880,"SP1","LOC100523731",1
"5853",6881,"LOC100621629","LOC100523731",1
"5854",6882,"STAT2","LOC100523731",1
"5855",6883,"LOC100624472","Krt16",1
"5856",6886,"SP1","Krt16",1
"5857",6887,"NCOA1","CSN2",1
"5858",6888,"NR2C2","APOE",1
"5859",6889,"BHLHE40","BHLHE40",-1
"5860",6890,"NFATC4","BDNF",1
"5861",6891,"NR1H3","FDPS",1
"5862",6892,"AR","LOC100518074",1
"5863",6894,"Rxra","APOA2",1
"5864",6896,"LOC100624472","PLAT",1
"5865",6897,"LOC100624472","PRDX1",1
"5866",6898,"ETV6","BCL2L1",-1
"5867",6899,"LOC100621111","Ptgs2",1
"5868",6900,"NEUROD1","PAX6",1
"5869",6901,"CREB1","NPY",1
"5870",6903,"PBX1","PDX1",1
"5871",6904,"","PDX1",1
"5872",6905,"","",1
"5873",6906,"","POMC",1
"5874",6908,"CEBPA","LOC100738877",1
"5875",6909,"","LOC100738877",1
"5876",6910,"LOC100525580","LOC100738877",1
"5877",6911,"CDX2","LOC100623143",1
"5878",6912,"USF1","MAPK14",1
"5879",6913,"PDX1","NR5A2",1
"5880",6914,"LOC100621341","GTF2B",1
"5881",6915,"LOC100621341","LHCGR",-1
"5882",6916,"NR2F2","GTF2B",1
"5883",6917,"NR2F2","LHCGR",1
"5884",6918,"SP1","GTF2B",1
"5885",6919,"ELK3","VEGFA",1
"5886",6920,"SP1","F2R",-1
"5887",6921,"SP1","TFAP2A",1
"5888",6922,"","LOC100739227",1
"5889",6924,"PBX1","Serpina1d",1
"5890",6925,"PBX1","LOC100518074",1
"5891",6928,"FOS","CD3E",1
"5892",6929,"","LOC100623607",1
"5893",6930,"","LOC100621099",1
"5894",6931,"","LOC100521706",1
"5895",6932,"LOC100627430","",1
"5896",6933,"LOC100627430","LOC100525869",1
"5897",6934,"LOC100624472","Ins2",1
"5898",6936,"LOC100624472","MYOD1",-1
"5899",6937,"ELK3","LOC100739533",1
"5900",6938,"LOC100521731","LOC100739533",1
"5901",6939,"HNF4A","PITX2",1
"5902",6941,"GATA1","EPOR",1
"5903",6942,"FOS","MYOD1",1
"5904",6943,"FOS","MYOG",1
"5905",6944,"LOC100624472","MYOG",1
"5906",6945,"MYOD1","LOC100624472",1
"5907",6946,"MYOG","LOC100624472",1
"5908",6947,"LOC100624472","CKM",1
"5909",6948,"","CKM",1
"5910",6949,"MYOD1","CKM",1
"5911",6950,"MYOG","CKM",1
"5912",6951,"LOC100523307","FOS",1
"5913",6953,"","",1
"5914",6954,"","NEFL",1
"5915",6955,"","LOC396710",1
"5916",6956,"PRDM15","CAMK4",1
"5917",6957,"MYOD1","",1
"5918",6958,"LOC100155518","LOC100524308",-1
"5919",6959,"NR5A2","LOC100524308",1
"5920",6960,"LOC396709","LOC100621916",1
"5921",6961,"SP1","RARG",1
"5922",6964,"ETV4","Gm6251",1
"5923",6965,"Myc","GHRHR",1
"5924",6966,"LOC100516014","APOA1",1
"5925",6967,"","TKT",1
"5926",6968,"POU1F1","LOC100738034",1
"5927",6969,"MYOD1","C920025E04Rik",1
"5928",6970,"FOS","PCK1",-1
"5929",6971,"LOC100624472","PCK1",-1
"5930",6972,"LOC100738095","PCK1",1
"5931",6973,"","",1
"5932",6974,"HMGA1","IFNB1",1
"5933",6975,"FOS","POMC",1
"5934",6976,"WT1","LOC100519764",-1
"5935",6977,"","TSH-BETA",1
"5936",6978,"LOC396710","LOC396709",1
"5937",6979,"","B3gnt9",1
"5938",6980,"C-ERBA-B1","C-ERBA-B1",1
"5939",6981,"MYOG","MYL1",1
"5940",6982,"LOC100627932","LOC100627840",1
"5941",6983,"HOXD10","LOC100627840",1
"5942",6984,"Hoxd11","LOC100627840",1
"5943",6985,"LOC100517431","LOC100627840",1
"5944",6986,"CREB1","SST",1
"5945",6987,"CREB1","VIP",1
"5946",6988,"LOC100523635","LOC100515564",1
"5947",6989,"LOC100517234","",1
"5948",6990,"MYB","IL2RA",1
"5949",6992,"LOC100517234","IL2RA",1
"5950",6994,"LOC100624472","PCNA",1
"5951",6995,"SP1","CYP1A1",1
"5952",6996,"EGR1","Cntn2",1
"5953",6997,"HNF1B","ADCY10",1
"5954",6998,"HNF1B","HNF1A",1
"5955",6999,"LOC100737684","Amh",1
"5956",7000,"ESR2","Amh",1
"5957",7001,"Foxd1","PGF",1
"5958",7002,"Foxg1","PGF",-1
"5959",7003,"LOC100624472","LOC100525383",1
"5960",7004,"Jund","LOC100525383",1
"5961",7006,"AR","PIM1",1
"5962",7007,"","ASIP",1
"5963",7008,"LOC100738095","ANGPT1",1
"5964",7009,"EVX1","TNC",1
"5965",7010,"EVX1","",1
"5966",7011,"HOXA5","TNC",1
"5967",7012,"","LOC100624472",-1
"5968",7013,"","CSF2",1
"5969",7014,"","LOC100739005",1
"5970",7015,"MYOG","",1
"5971",7016,"CEBPA","LOC100739773",1
"5972",7017,"","LOC100739773",1
"5973",7018,"Tfap4","APP",1
"5974",7019,"LOC100736643","LOC100738968",1
"5975",7020,"Pou2f2","LOC100738968",1
"5976",7021,"SP1","",1
"5977",7022,"FOS","LOC100738422",1
"5978",7023,"LOC100624472","LOC100738422",1
"5979",7024,"T","IL-1beta",1
"5980",7025,"","LOC100623352",1
"5981",7026,"ATF2","LOC100621099",1
"5982",7027,"E4F1","LOC100621099",1
"5983",7028,"SP1","LOC100152603",1
"5984",7029,"GATA1","LOC100521731",1
"5985",7030,"GATA2","LOC100521731",1
"5986",7032,"TP53","C920025E04Rik",1
"5987",7034,"LOC100738718","Mb",1
"5988",7035,"ETS1","CD79A",1
"5989",7036,"","CD79A",1
"5990",7037,"POU2F1","LOC100521689",1
"5991",7038,"FOS","",1
"5992",7039,"LOC100624472","",1
"5993",7040,"LOC100624472","",1
"5994",7041,"HR","IL-6",1
"5995",7042,"SP1","MGMT",1
"5996",7045,"Nfkb1","C920025E04Rik",1
"5997",7046,"NFKB2_TV2","C920025E04Rik",1
"5998",7047,"LOC100526032","C920025E04Rik",-1
"5999",7050,"EGR2","LOC100624472",1
"6000",7051,"","LOC100525150",1
"6001",7054,"AR","GHRHR",1
"6002",7056,"IRF1","LOC100152603",1
"6003",7057,"IRF2","LOC100152603",1
"6004",7058,"LOC100625253","CD3D",1
"6005",7059,"FOS","LOC100739007",-1
"6006",7060,"LOC100624472","LOC100739007",1
"6007",7061,"SP1","AVP",1
"6008",7062,"LOC100737965","CCNE1",-1
"6009",7063,"NCOA1","ESR2",1
"6010",7064,"STAT5A","LOC100738877",1
"6011",7065,"FOS","",1
"6012",7066,"TP53","LOC100524707",1
"6013",7067,"LOC100515914","CD79A",1
"6014",7068,"LOC100152845","CD79A",1
"6015",7069,"","CD79A",1
"6016",7071,"LOC100626520","LOC100626520",1
"6017",7072,"LOC100626520","PAX1",1
"6018",7073,"PAX1","LOC100626520",1
"6019",7074,"PAX1","PAX1",1
"6020",7075,"CEBPZ","GUCY1B3",1
"6021",7076,"","GUCY1B3",-1
"6022",7077,"LOC100153846","CHEK1",1
"6023",7078,"IRF2","LOC100620258",1
"6024",7079,"","Myc",1
"6025",7080,"LOC100737965","SPP1",1
"6026",7081,"LOC100624946","",1
"6027",7082,"HIF1A","Ptgs2",1
"6028",7083,"","Adipoq",1
"6029",7084,"","ANPEP",1
"6030",7085,"DEAF1","LOC100526081",-1
"6031",7086,"LOC100626275","LOC100738589",1
"6032",7087,"LOC100738612","Igf2",1
"6033",7088,"LOC100624472","Igf2",1
"6034",7089,"LOC100521780","LOC100627476",-1
"6035",7090,"Jdp2","KAT2B",-1
"6036",7091,"LOC100153751","DBH",1
"6037",7092,"","DBH",1
"6038",7093,"LOC100153751","LOC100623668",1
"6039",7094,"","",1
"6040",7095,"GATA2","MMP2",1
"6041",7097,"TP53","ASS1",1
"6042",7098,"TP53","SGCA",1
"6043",7099,"SP1","LOC100517354",1
"6044",7100,"SP1","USF2",1
"6045",7101,"USF1","LOC100517354",1
"6046",7102,"USF2","LOC100517354",1
"6047",7103,"","LOC100517354",1
"6048",7104,"LOC100621629","LOC100517354",1
"6049",7105,"LOC100627632","Chek2",-1
"6050",7106,"NR5A2","LOC733643",1
"6051",7107,"LOC100625305","TNF",1
"6052",7108,"LOC100522370","MEN1",-1
"6053",7109,"TP53","ELAVL1",1
"6054",7111,"ETV4","MMP1",1
"6055",7114,"CREB1","LOC100623143",1
"6056",7115,"MYOD1","Maf",1
"6057",7116,"MYOD1","DNASE1",1
"6058",7117,"PPARG","Maf",-1
"6059",7118,"HNF1A","LOC100520838",1
"6060",7121,"FOXA1","ALB",1
"6061",7122,"","Scn1a",1
"6062",7123,"NACC1","LOC100152525",-1
"6063",7125,"","",-1
"6064",7126,"TFAP2A","",1
"6065",7127,"","LOC100511575",1
"6066",7128,"HNF1A","LOC100739773",1
"6067",7130,"EGR1","HPSE",1
"6068",7131,"CREB1","HMOX1",1
"6069",7133,"LOC100624472","Myc",1
"6070",7134,"Jund","Myc",1
"6071",7135,"LOC100624946","PANK1",1
"6072",7136,"ARNT","CDKN1B",1
"6073",7137,"SOX10","",1
"6074",7139,"Myc","CHRNA7",1
"6075",7141,"ZBTB16","LOC100737265",1
"6076",7142,"NR1H4","",1
"6077",7143,"Rxra","",1
"6078",7144,"MITF","LOC100517068",1
"6079",7145,"ARNT","",1
"6080",7146,"SP1","ARNT",1
"6081",7149,"LOC100624472","MAT2A",1
"6082",7150,"IRF2","PRKCA",1
"6083",7151,"IRF1","LOC100518074",1
"6084",7153,"STAT5A","NOR-1",1
"6085",7154,"STAT5B","STAT5A",1
"6086",7155,"LOC100512363","PSMA4",1
"6087",7156,"PGR","IGF1R",1
"6088",7157,"PGR","IRS1",1
"6089",7158,"LOC100622994","Ins2",-1
"6090",7159,"","Ins2",1
"6091",7160,"LOC100622994","LOC100520838",-1
"6092",7161,"ARNTL","",1
"6093",7165,"LOC100515914","MMP1",-1
"6094",7167,"PBX1","LOC100518251",1
"6095",7168,"LEF1","Msx2",1
"6096",7169,"","Msx2",1
"6097",7170,"LOC100521236","",-1
"6098",7171,"","BGLAP",1
"6099",7172,"GATA4","NOS3",1
"6100",7173,"LOC100621629","NOS3",1
"6101",7174,"GLI1","LOC100738877",1
"6102",7175,"LOC100516888","LOC100738877",1
"6103",7176,"RUNX1","LOC100622433",1
"6104",7177,"","",1
"6105",7178,"EGR1","CCL25",1
"6106",7179,"EGR1","TNFSF10",-1
"6107",7180,"","ITIH3",1
"6108",7181,"KLF2","ITIH3",1
"6109",7182,"SP1","ITIH3",1
"6110",7183,"SMAD4","IL10",1
"6111",7185,"","LOC100738422",1
"6112",7187,"RARG","ABCA1",1
"6113",7191,"ZNF384","ALB",1
"6114",7194,"SP1","LOC100738058",1
"6115",7195,"RUNX1","PRKCB",1
"6116",7196,"TP53","LOC100524653",1
"6117",7197,"POU2F1","LOC100524653",1
"6118",7198,"MYST2","CCNA2",1
"6119",7202,"LOC100524323","CACNB2",1
"6120",7203,"SRF","LOC100514115",1
"6121",7204,"BACH1","TBXAS1",1
"6122",7205,"NFE2L2","TBXAS1",1
"6123",7206,"LOC100622324","TBXAS1",1
"6124",7207,"","TBXAS1",1
"6125",7208,"FOS","NOS2",1
"6126",7209,"LOC100738982","LOC100622266",1
"6127",7210,"AR","JAK2",1
"6128",7211,"LOC100621006","LOC100157488",-1
"6129",7212,"ESR2","",1
"6130",7213,"","IGF1",1
"6131",7214,"SP1","",1
"6132",7215,"SMAD4","Muc5ac",1
"6133",7216,"LOC100621629","Muc5ac",1
"6134",7218,"SP1","ASS1",1
"6135",7220,"Nfkb1","NOS3",1
"6136",7221,"RELA","NOS3",1
"6137",7222,"LOC100525580","ICAM-1",1
"6138",7224,"","LOC100519764",1
"6139",7225,"Nfkb1","LOC100519764",1
"6140",7226,"PPARG","IL4",1
"6141",7227,"SP1","Uts2r",1
"6142",7228,"LOC100621629","",1
"6143",7229,"LOC100621629","Uts2r",1
"6144",7230,"HNF1A","",1
"6145",7231,"LOC100157564","CDKN1B",1
"6146",7232,"Nfkb1","AR",-1
"6147",7233,"","Gdnf",1
"6148",7234,"","POMC",1
"6149",7235,"LOC100736716","Gdnf",1
"6150",7236,"LOC100736716","POMC",1
"6151",7237,"","SOCS3",1
"6152",7238,"Neurog3","LOC100626520",1
"6153",7239,"Neurog3","Neurog3",1
"6154",7240,"NR1I2","CCL8",-1
"6155",7241,"","ZP3",1
"6156",7242,"IRF1","",1
"6157",7244,"","",1
"6158",7245,"BHLHE40","CRY1",-1
"6159",7246,"TP53","DNMT1",-1
"6160",7247,"LOC100624349","LOC100623143",1
"6161",7248,"HNF4A","Baat",1
"6162",7249,"HNF4A","LOC100739494",1
"6163",7251,"EGR1","PSEN2",-1
"6164",7252,"HNF1A","PCK1",1
"6165",7253,"SP1","LOC100739477",1
"6166",7254,"LOC100518324","LOC100739227",1
"6167",7255,"LOC100518324","EIF4G1",1
"6168",7256,"LOC100518324","NPAT",1
"6169",7257,"LOC100518324","LOC100518324",1
"6170",7259,"HNF1A","NR1I2",1
"6171",7260,"SP1","PYY",1
"6172",7261,"","LOC100621916",1
"6173",7262,"","LOC396709",1
"6174",7263,"LOC100526226","",-1
"6175",7264,"LOC100526226","NR5A2",-1
"6176",7265,"NR5A2","",1
"6177",7266,"LOC100526226","CYP19A1",-1
"6178",7267,"CREB1","",1
"6179",7268,"Gm1862","",1
"6180",7269,"Gm1862","CREB1",1
"6181",7270,"SP1","PDGFRB",1
"6182",7271,"LOC100626030","SMARCB1",1
"6183",7272,"LOC100525580","",1
"6184",7273,"CEBPZ","LOC100522182",1
"6185",7274,"LEF1","LOC100522182",1
"6186",7275,"APEX1","BLK",1
"6187",7276,"SP1","TXN",1
"6188",7277,"FOXO1","SLC37A4",1
"6189",7278,"LOC100523307","SLC37A4",1
"6190",7279,"","HEY1",1
"6191",7280,"LOC396709","F3",1
"6192",7281,"HIF1A","APEX1",-1
"6193",7283,"RELA","TGFB1",1
"6194",7284,"NR1I2","",1
"6195",7285,"LOC100738308","MDM2",1
"6196",7286,"LOC100738308","FAS",1
"6197",7288,"LOC100627682","Col1a1",1
"6198",7289,"","POMC",1
"6199",7290,"PITX2","LOC100517267",1
"6200",7293,"HOXD3","B3gnt9",1
"6201",7294,"","B3gnt9",1
"6202",7295,"","ITGA5",1
"6203",7296,"HOXD3","ITGA5",1
"6204",7298,"PGR","FN1",1
"6205",7299,"LOC100515914","TERT",1
"6206",7300,"LOC100516014","LOC100737890",1
"6207",7301,"","LOC100737890",1
"6208",7302,"","",1
"6209",7303,"LOC100621582","RPS6KB1",1
"6210",7304,"Hbp1","MAPK14",-1
"6211",7305,"HIF1A","GCK",1
"6212",7306,"HNF4A","GCK",1
"6213",7309,"HIF1A","Gykl1",1
"6214",7310,"HNF4A","Gykl1",1
"6215",7311,"","ADRA1D",1
"6216",7312,"","ADRA1D",1
"6217",7313,"","Col1a1",1
"6218",7314,"ZFPM2","LOC100512382",1
"6219",7315,"LOC100621629","",1
"6220",7316,"HNF4A","",1
"6221",7318,"LOC100520079","ATXN7",1
"6222",7319,"TP53","KAT2B",1
"6223",7320,"","KAT2B",1
"6224",7323,"LOC100737684","SERPINB9",1
"6225",7324,"AR","MAPK1",1
"6226",7325,"Zfp219","LOC100525406",1
"6227",7326,"TP53","TNFSF10",1
"6228",7328,"","",1
"6229",7329,"","SLC5A5",-1
"6230",7330,"LOC100624472","LOC100738877",1
"6231",7331,"ZNF395","HDH",1
"6232",7333,"KLF2","Gm5593",-1
"6233",7336,"LOC100738392","LOC100526226",1
"6234",7337,"","LOC100526226",1
"6235",7339,"","CCNE1",1
"6236",7340,"REL","CCNE1",1
"6237",7341,"ESR2","TGFA",1
"6238",7342,"APEX1","SLC5A5",1
"6239",7343,"HMGA1","IL-1beta",1
"6240",7344,"NEUROD1","MITF",1
"6241",7345,"NEUROD1","TYR",1
"6242",7346,"NEUROD1","TYRP1",1
"6243",7347,"LOC100738625","",1
"6244",7348,"HNF1A","APOM",1
"6245",7349,"APEX1","PTH",-1
"6246",7350,"APEX1","CA2",1
"6247",7351,"KLF2","",1
"6248",7352,"","",1
"6249",7353,"Sox18","VCAM1",1
"6250",7354,"PPARG","CD40",1
"6251",7355,"SP1","LOC100625072",1
"6252",7356,"PITX2","CCND2",1
"6253",7357,"HNF4A","MMP14",1
"6254",7358,"","LOC100153912",1
"6255",7359,"NFIX","LOC100153912",1
"6256",7360,"LOC100513081","LOC100153445",1
"6257",7361,"Myc","",1
"6258",7362,"USF1","",1
"6259",7363,"HES1","",1
"6260",7364,"LOC100521411","LOC100626636",1
"6261",7365,"SP1","",1
"6262",7369,"SP1","LOC100518190",1
"6263",7370,"LOC100621629","LOC100518190",1
"6264",7371,"","LOC100523731",1
"6265",7372,"","Cyp11b1",1
"6266",7373,"NR4A2","Cyp11b1",1
"6267",7374,"LOC100738392","Cyp11b1",-1
"6268",7375,"LOC100622056","LOC100627733",1
"6269",7378,"SP1","LOC100154755",1
"6270",7379,"LOC100621629","LOC100154755",1
"6271",7380,"LOC100156444","",1
"6272",7381,"NFIX","SFTPC",1
"6273",7383,"LOC100521411","Myocd",1
"6274",7384,"ZBTB16","Myc",-1
"6275",7385,"CREB1","OPRM1",1
"6276",7386,"LOC100624472","Cntn2",1
"6277",7388,"","CDKN2B",1
"6278",7389,"TP53","ADA",1
"6279",7390,"","ADA",1
"6280",7391,"NEUROD1","PTCRA",1
"6281",7392,"LOC100521731","Cdkn2a",1
"6282",7393,"FOXM1","LOC100625463",1
"6283",7394,"SP1","LOC100625463",1
"6284",7395,"LOC100622994","LOC100625463",-1
"6285",7396,"HR","LOC100524418",1
"6286",7397,"","TAGLN",1
"6287",7398,"LOC100624349","TAGLN",1
"6288",7399,"LOC100515279","IFNG",1
"6289",7400,"LOC100515279","LOC100738308",1
"6290",7401,"HSF1","MAP3K14",1
"6291",7402,"LOC100512363","LHB",1
"6292",7403,"PPARG","IRF1",1
"6293",7404,"","ABL1",1
"6294",7405,"","LOC100738877",1
"6295",7406,"","BCR",1
"6296",7409,"","LOC100627550",1
"6297",7410,"ARNT","LOC100627550",1
"6298",7411,"BACH1","LOC100515788",1
"6299",7412,"","FCGRT",1
"6300",7413,"","IL2RA",1
"6301",7414,"","LOC100738967",1
"6302",7415,"LOC100624472","IL2RA",1
"6303",7416,"NR1I2","LOC100738877",1
"6304",7417,"USF1","CCND2",1
"6305",7418,"USF1","IL2",1
"6306",7419,"USF2","CCND2",1
"6307",7420,"USF2","IL2",1
"6308",7421,"STAT5A","PIK3C3",1
"6309",7422,"HNF4A","JUP",1
"6310",7423,"LOC100525580","APP",1
"6311",7424,"LOC100153512","VEGFA",1
"6312",7425,"AR","",1
"6313",7426,"","AR",-1
"6314",7427,"","",1
"6315",7428,"EGR1","Gdf15",1
"6316",7429,"EGR1","TGM7",1
"6317",7430,"PGR","VEGFA",1
"6318",7431,"Nfkb1","EP300",1
"6319",7433,"MYST2","NOS2",1
"6320",7435,"CREB1","LOC100737220",1
"6321",7436,"GATA4","LOC100525150",1
"6322",7437,"LOC100737965","MMP14",1
"6323",7438,"DDIT3","",1
"6324",7439,"LOC100525580","",1
"6325",7440,"PPARG","MPO",1
"6326",7441,"USF1","CTSB",1
"6327",7442,"USF2","CTSB",1
"6328",7443,"LOC100738308","LGALS3",1
"6329",7444,"REL","IL-1beta",1
"6330",7445,"HES1","",1
"6331",7446,"HES1","LOC100518074",1
"6332",7447,"LOC100738982","HDC",1
"6333",7448,"KLF2","HDC",-1
"6334",7449,"SP1","HDC",1
"6335",7450,"LOC100738982","GAST",1
"6336",7451,"LOC100738982","LOC100738982",1
"6337",7452,"SP1","Cbs",1
"6338",7453,"SP1","LOC100623607",1
"6339",7454,"","LOC100516335",1
"6340",7455,"NR5A2","HSD3B1",1
"6341",7456,"PPARG","",1
"6342",7457,"NEUROD1","BHLHE40",1
"6343",7458,"BHLHE40","PER2",-1
"6344",7460,"LOC100526226","ANG1",-1
"6345",7461,"LOC100523307","HSPA4",-1
"6346",7462,"LOC100624472","STAR",1
"6347",7463,"LOC100513560","TERT",1
"6348",7464,"TFAP2A","MMP9",1
"6349",7465,"ETS1","ITGA2B",1
"6350",7466,"STAT3","MMP14",1
"6351",7468,"","IL-6",-1
"6352",7469,"TP53","IL4R",1
"6353",7470,"ETV4","TERT",1
"6354",7472,"LOC100621629","ACE",1
"6355",7473,"LOC100738992","KLK1",-1
"6356",7474,"HES1","NR1H3",1
"6357",7475,"LOC100523307","NR1H3",1
"6358",7476,"CAR","LOC100523307",1
"6359",7478,"LOC100523307","",1
"6360",7479,"AR","VCAM1",1
"6361",7480,"LOC100624946","KDR",-1
"6362",7481,"","KDR",1
"6363",7482,"LOC100153846","LOC100517403",1
"6364",7485,"NFIX","CYP17A1",1
"6365",7486,"LOC100624472","LOC100737684",1
"6366",7488,"FOS","IL-1beta",1
"6367",7490,"Jund","IL-1beta",1
"6368",7491,"Jund","NOS2",1
"6369",7492,"KAT5","LOC100738967",1
"6370",7493,"","LOC100738967",1
"6371",7494,"PLAG1","",1
"6372",7495,"LOC100627430","LOC100155036",1
"6373",7497,"","MMP1",1
"6374",7498,"STAT3","Ptgs2",1
"6375",7499,"Nfkb1","IL4",1
"6376",7500,"Nfkb1","Maf",1
"6377",7503,"RELA","IL4",1
"6378",7504,"RELA","Maf",1
"6379",7506,"Myc","IL-6",1
"6380",7507,"KAT5","ACTL6A",1
"6381",7508,"KAT5","TRRAP",1
"6382",7509,"LOC100737684","HPSE",1
"6383",7510,"STAT5A","PIM1",1
"6384",7511,"GATA1","GATA2",-1
"6385",7512,"Zfpm1","GATA2",-1
"6386",7513,"LOC100737684","LOC100515788",1
"6387",7514,"LOC100621629","MAP3K12",1
"6388",7515,"","Neurod2",1
"6389",7516,"LOC100624946","GOT1",1
"6390",7517,"STAT3","",1
"6391",7518,"NR1H3","VEGFA",1
"6392",7519,"LOC100525290","VEGFA",1
"6393",7520,"HSF2","LOC100037976",1
"6394",7521,"EGR2","DDX20",1
"6395",7522,"EGR2","Igf2",1
"6396",7523,"FOXA2","LOC100623140",1
"6397",7524,"WT1","",1
"6398",7526,"HSF1","BACE1",1
"6399",7527,"TFAP2A","BACE1",1
"6400",7528,"SP1","APP",1
"6401",7529,"SP1","BACE1",1
"6402",7530,"Snai1","Cdh5",-1
"6403",7531,"LOC100624349","",1
"6404",7532,"Tef","MYLK",1
"6405",7533,"Tef","",1
"6406",7534,"","TALDO1",1
"6407",7535,"TFAP2A","TALDO1",1
"6408",7536,"ZNF76","TALDO1",1
"6409",7537,"PPARG","NR1H3",1
"6410",7538,"PPARG","PLIN1",1
"6411",7539,"","MAPK1",1
"6412",7540,"","LOC100623030",1
"6413",7541,"LOC100519456","FN1",1
"6414",7543,"LOC100153846","CTNNB1",-1
"6415",7545,"LOC100738189","CTNNB1",1
"6416",7546,"","CTNNB1",1
"6417",7547,"ZIC1","CTNNB1",1
"6418",7549,"TFAP2A","LOC100624186",1
"6419",7550,"Zbtb14","",-1
"6420",7553,"PAX6","CRYBB1",1
"6421",7554,"PROX1","CRYBB1",1
"6422",7555,"","CRYBB1",1
"6423",7556,"PROX1","PAX6",1
"6424",7558,"SP1","",1
"6425",7559,"LOC100738594","",1
"6426",7560,"LOC100621629","",1
"6427",7561,"","LOC100626465",1
"6428",7562,"AR","LOC100522472",1
"6429",7563,"TP53","IL-5",1
"6430",7564,"TP53","Lsp1",1
"6431",7565,"STAT3","LOC100522394",1
"6432",7566,"PLAG1","CRLF1",1
"6433",7567,"RUNX1","SPP1",1
"6434",7568,"CEBPA","SPP1",1
"6435",7569,"CEBPZ","SPP1",1
"6436",7570,"","",-1
"6437",7571,"T","LOC100626636",1
"6438",7573,"PLAG1","NFKBIA",1
"6439",7574,"PLAG1","TNF",1
