"","source","target","mor"
"35222","Gata4","Corin",1
"35223","Gata4","Pdgfra",1
"35224","Gata4","Sox9",1
"35225","Gata4","Vcam1",1
"35226","Gata4","Yy1",1
"35227","Gata5","Nkx2-5",1
"35228","Gata5","Sox17",1
"35229","Gata5","Gnrh1",1
"35230","Gata6","Alox15",-1
"35231","Gata6","Nkx2-1",1
"35232","Gata6","Hsd3b1",1
"35233","Gata6","Nkx2-5",1
"35234","Gata6","Cdh1",1
"35235","Gata6","Vegfa",1
"35236","Gbx2","Otx2",-1
"35237","Gcm1","Cyp19a1",1
"35238","Gfi1","Gata1",1
"35239","Gfi1","Mapk1",1
"35240","Gfi1","Mapk3",1
"35241","Gfi1","Lcp1",-1
"35242","Gfi1","Myb",1
"35243","Gli1","Ptch2",1
"35244","Gli1","Egfr",-1
"35245","Gli1","Prdm1",1
"35246","Gli1","Cdh1",1
"35247","Gli1","Cdkn1a",-1
"35248","Gli1","Grem1",1
"35249","Gli1","Itgb1",1
"35250","Gli1","Mmp14",1
"35251","Gli1","Vim",1
"35252","Gli1","Nkx2-1",1
"35253","Gli1","Ctnnb1",1
"35254","Gli1","Cflar",1
"35255","Gli1","Ins2",1
"35256","Gli1","Glis1",1
"35257","Gli1","Nkx2-8",1
"35258","Gli2","Runx2",1
"35259","Gli2","Ccnd2",1
"35260","Gli2","Frzb",1
"35261","Gli2","Sfrp1",1
"35262","Gli2","Foxc1",-1
"35263","Gli2","Fgf8",1
"35264","Gli3","Hoxd13",1
"35265","Gli3","Cd5",1
"35266","Gli3","Foxl1",1
"35267","Gli3","Foxf1",1
"35268","Gli3","Fos",1
"35269","Gli3","Pitrm1",-1
"35270","Gli3","Znf503",1
"35271","Glis3","Runx2",1
"35272","Glis3","Bglap",1
"35273","Glis3","Bglap3",1
"35274","Glis3","Bglap2",1
"35275","Glis3","Spp1",1
"35276","Gsc","Foxc2",1
"35277","Gsc","Chrd",1
"35278","Gsx2","Aldh1a3",1
"35279","Hand1","Nppa",1
"35280","Hand1","Ascl2",1
"35281","Hand2","Nrp1",1
"35282","Hand2","Chat",-1
"35283","Hand2","Acan",-1
"35284","Hand2","Slc18a3",-1
"35285","Hand2","Col2a1",-1
"35286","Hand2","Msx1",1
"35287","Sox9","Hand2",1
"35288","Hand2","Sox9",-1
"35289","Hand2","Il6",1
"35290","Hand2","Gja5",1
"35291","Hbp1","H1-0",1
"35292","Hes1","Dll1",-1
"35293","Hes1","Prnp",-1
"35294","Hes1","Il6",1
"35295","Hes1","Spp1",1
"35296","Hes1","Prdm16",1
"35297","Hes3","Hes1",-1
"35298","Hes6","Hes5",-1
"35299","Hes6","Msc",-1
"35300","Hey1","Runx2",1
"35301","Hey1","Acan",-1
"35302","Hey1","Slc6a3",-1
"35303","Hey1","Il6",-1
"35304","Hey2","Smtn",-1
"35305","Heyl","Smtn",-1
"35306","Heyl","Hey2",-1
"35307","Heyl","Hey1",-1
"35308","Hhex","Acta2",1
"35309","Hhex","Nos2",-1
"35310","Hhex","Pklr",1
"35311","Hhex","Tle4",-1
"35312","Hhex","Cer1",-1
"35313","Hif1a","Mmp1a",1
"35314","Hif1a","Slc11a1",1
"35315","Hif1a","Vegfc",1
"35316","Hif1a","Angpt4",1
"35317","Hif1a","Ndrg2",1
"35318","Hif1a","Cebpa",-1
"35319","Hif1a","Spp1",1
"35320","Hif1a","Ddit4",1
"35321","Hif1a","Msh6",-1
"35322","Hif1a","Msh2",-1
"35323","Hif1a","Epor",1
"35324","Hif1a","Mmp9",1
"35325","Hif1a","Cdkn1b",1
"35326","Hif1a","Cox4i1",1
"35327","Hif1a","Kcna5",-1
"35328","Hif1a","Ctsd",1
"35329","Hif1a","Angpt1",-1
"35330","Hif1a","Mlh1",1
"35331","Hif1a","Fn1",1
"35332","Hif1a","Mxi1",1
"35333","Hif1a","Hs2st1",1
"35334","Hif1a","Itga5",1
"35335","Hif1a","Foxp3",1
"35336","Hif1a","Hdc",1
"35337","Hif1a","Lct",1
"35338","Hif1a","Slc9a1",1
"35339","Hif1a","Hbb-b1",1
"35340","Hif1a","Aqp4",1
"35341","Hif1a","Aqp9",1
"35342","Hif1a","Bcl2l1",1
"35343","Hif1a","Cdkn1c",1
"35344","Hif1a","Hdac2",1
"35345","Hif1a","Esr2",1
"35346","Hif1a","Angptl4",1
"35347","Hif1a","Abcc9",1
"35348","Hif1a","Il4",1
"35349","Hif1a","Il10",1
"35350","Hif1a","Mmp3",1
"35351","Hif1a","Mmp17",1
"35352","Hif1a","Pdk3",1
"35353","Hif1a","S100a11",1
"35354","Hif1a","Col2a1",1
"35355","Hif1a","Birc3",1
"35356","Hif1a","Cd151",-1
"35357","Hif1a","Il20",1
"35358","Hif1a","Kcnj8",1
"35359","Hif1a","Ucn3",1
"35360","Hif1a","Thbs1",1
"35361","Hif1a","Polm",1
"35362","Hif1a","Ackr3",1
"35363","Hif1a","Senp1",-1
"35364","Hif1a","Smad4",1
"35365","Hif1a","Apc",-1
"35366","Hif1a","Bnip3l",1
"35367","Hif1a","Gata4",1
"35368","Hif3a","Vegfa",-1
"35369","Hivep1","Sox9",-1
"35370","Hivep2","Sp7",1
"35371","Hivep3","Il2",1
"35372","Hivep3","Runx2",1
"35373","Hivep3","Tnf",1
"35374","Hlf","Tle6",1
"35375","Hlf","Tle2",1
"35376","Hlx","Ifng",1
"35377","Hmga1","Psen2",1
"35378","Hmga1","Gata1",1
"35379","Hmga1","Cdc6",1
"35380","Hmga1","Il15",1
"35381","Hmx3","Hmx1",1
"35382","Hmx3","Hmx2",1
"35383","Hnf1a","Ptpn6",1
"35384","Hnf1a","Runx2",1
"35385","Hnf1a","Ucp2",1
"35386","Hnf1a","Ogdh",-1
"35387","Hnf1a","Gata3",1
"35388","Hnf1a","Ifng",1
"35389","Hnf1a","Tnf",1
"35390","Hnf1a","F8",1
"35391","Hnf1a","Slc26a3",1
"35392","Hnf1a","Serpina7",1
"35393","Hnf1a","Aldh3a1",1
"35394","Hnf1a","Ctnnb1",1
"35395","Hnf1b","Pdx1",1
"35396","Hnf1b","Egr2",1
"35397","Hnf1b","Sox9",1
"35398","Hnf4a","Slc9a3r1",1
"35399","Hnf4a","Slc22a1",1
"35400","Hnf4a","F11",1
"35401","Hnf4a","Aldh3a1",1
"35402","Hnf4a","Ocln",1
"35403","Hnf4a","Cldn6",1
"35404","Hnf4a","Cps1",-1
"35405","Hnf4a","Cldn7",1
"35406","Hnf4g","Agt",1
"35407","Hnf4g","Hnf1a",1
"35408","Hnf4g","Hsd17b7",1
"35409","Hoxa10","Ptger4",1
"35410","Hoxa10","Ccnb2",1
"35411","Hoxa10","Capn5",1
"35412","Hoxa10","Cdk1",1
"35413","Hoxa11","Col3a1",1
"35414","Hoxa11","Mmp2",-1
"35415","Hoxa11","Myod1",-1
"35416","Hoxa11","Tp53",-1
"35417","Hoxa13","Epha3",1
"35418","Hoxa13","Bmp7",1
"35419","Hoxa13","Fgf8",1
"35420","Hoxa13","Sall1",-1
"35421","Hoxa13","Epha4",-1
"35422","Hoxa13","Hoxa11",-1
"35423","Hoxa13","Sall3",-1
"35424","Hoxa2","Bmp4",-1
"35425","Hoxa2","Barx1",-1
"35426","Hoxa2","Msx1",-1
"35427","Hoxa2","Nkx3-2",-1
"35428","Hoxa3","Gata2",1
"35429","Hoxa4","Itgb1",1
"35430","Hoxa4","Hoxa5",1
"35431","Hoxa5","Hoxa4",-1
"35432","Hoxa5","Thbs2",1
"35433","Hoxa5","Pax1",1
"35434","Hoxa7","Meis1",1
"35435","Hoxa7","Egfr",1
"35436","Hoxa9","Brca1",1
"35437","Hoxa9","Myb",1
"35438","Hoxa9","Igf1r",1
"35439","Hoxb1","Hoxb2",1
"35440","Hoxb1","Gata3",1
"35441","Hoxb1","Gata2",1
"35442","Hoxb3","Nkx2-1",1
"35443","Hoxb4","Itga2b",1
"35444","Hoxb4","Axin1",1
"35445","Hoxb4","Casp8ap2",1
"35446","Hoxb4","Itgb3",1
"35447","Hoxb5","Tnc",1
"35448","Hoxb7","Tnfrsf11b",1
"35449","Hoxb9","Vegfa",1
"35450","Hoxb9","Angptl2",1
"35451","Hoxb9","Fgf2",1
"35452","Hoxc4","Cd14",1
"35453","Hoxc6","Fgfr2",1
"35454","Hoxc6","Pdgfra",1
"35455","Hoxc6","Isl1",1
"35456","Hoxc8","Ncam1",1
"35457","Hoxc9","Hoxc8",1
"35458","Hoxd11","Shh",1
"35459","Hoxd13","Epha3",-1
"35460","Hoxd13","Epha4",-1
"35461","Hoxd13","Sall3",-1
"35462","Hoxd13","Sall1",-1
"35463","Hoxd3","Mmp2",1
"35464","Hoxd3","Itga3",1
"35465","Hoxd8","Prox1",1
"35466","Prox1","Hoxd8",1
"35467","Hoxd8","Angpt2",1
"35468","Hsf1","Hsf2",1
"35469","Hsf1","Phlda1",1
"35470","Hsf1","Slc22a5",1
"35471","Hsf1","Lefty2",1
"35472","Hsf1","Kcna5",1
"35473","Hsf1","Atf3",1
"35474","Hsf1","Pdzd2",1
"35475","Hsf1","Hspb2",1
"35476","Hsf4","Lif",-1
"35477","Hsf4","Hsp90aa1",1
"35478","Id2","Aicda",-1
"35479","Id2","Cdh5",1
"35480","Id2","Pomc",-1
"35481","Ikzf3","Aicda",1
"35482","Irf1","Birc5",-1
"35483","Irf1","Plaat3",1
"35484","Irf1","Casp9",1
"35485","Irf1","Akt1",-1
"35486","Irf1","Nos3",-1
"35487","Irf1","Il18bp",1
"35488","Irf1","Gpt",1
"35489","Irf1","Serpinb6",1
"35490","Irf1","C1rb",1
"35491","Irf1","C1ra",1
"35492","Irf1","Bcl2l2",-1
"35493","Irf2","Itga2b",1
"35494","Irf2","Ogn",1
"35495","Irf3","Pparg",1
"35496","Irf4","Il6",1
"35497","Irf4","Dnmt1",-1
"35498","Irf5","Ccl4",1
"35499","Irf5","Ptpn22",1
"35500","Irf8","Tp53",-1
"35501","Irf9","Tnfsf10",1
"35502","Irx1","Shh",1
"35503","Irx4","Myh1",1
"35504","Irx4","Sox2",1
"35505","Isl1","Bhlhe23",1
"35506","Isl1","Neurod1",1
"35507","Isl1","Vsx1",1
"35508","Isl1","Ppara",1
"35509","Isl1","Nkx2-2",-1
"35510","Isl1","Pou4f2",1
"35511","Isl1","Barx1",1
"35512","Isl2","Ephb1",-1
"35513","Jarid2","Ehmt2",-1
"35514","Jdp2","Ccnd1",-1
"35515","Jun","Fosl2",1
"35516","Jun","Prkcd",1
"35517","Jun","H2-Q10",1
"35518","Jun","H2-Q7",1
"35519","Jun","H2-K1",1
"35520","Jun","H2-D1",1
"35521","Jun","Mthfr",1
"35522","Jun","Cyp7a1",-1
"35523","Jun","Nrl",-1
"35524","Jun","Aanat",1
"35525","Jun","Mndal",1
"35526","Jun","Ifi203",1
"35527","Jun","Pyhin1",1
"35528","Jun","Ifi205a",1
"35529","Jun","Ifi208",1
"35530","Jun","Q504N7",1
"35531","Jun","Mnda",1
"35532","Jun","Ifi204",1
"35533","Jun","Cyba",1
"35534","Jun","Rasa1",1
"35535","Jun","Cd69",1
"35536","Jun","Krt17",1
"35537","Jun","Pdpk1",1
"35538","Jun","Trpc6",1
"35539","Jun","Csf1r",1
"35540","Jun","Il13ra2",1
"35541","Jun","Cast",1
"35542","Jun","Tpi1",1
"35543","Jun","Zfp36",1
"35544","Jun","Kcnab2",1
"35545","Jun","Itgb1",1
"35546","Jun","Mafa",-1
"35547","Jun","Myl2",1
"35548","Jun","Ccl20",1
"35549","Junb","Gata3",1
"35550","Junb","Runx2",1
"35551","Junb","Myl2",1
"35552","Junb","Zfp36",1
"35553","Junb","Alb",-1
"35554","Jund","Lypd3",1
"35555","Kat5","Srf",1
"35556","Kat5","Sox5",1
"35557","Kat5","Pgr",1
"35558","Kat5","Sod2",-1
"35559","Kdm5b","Foxg1",1
"35560","Kdm5b","Smad7",-1
"35561","Klf10","Hamp",1
"35562","Klf11","Sp1",-1
"35563","Klf11","Tie1",1
"35564","Klf11","Smad3",1
"35565","Klf12","Tbxt",-1
"35566","Klf12","Wnt11",-1
"35567","Klf13","Smad7",-1
"35568","Klf15","Cmklr2",1
"35569","Klf15","Ppargc1a",1
"35570","Klf15","Rarres2",1
"35571","Klf15","Pck2",1
"35572","Klf2","Nqo1",1
"35573","Klf2","Sele",-1
"35574","Klf2","Thbs1",-1
"35575","Klf2","F3",-1
"35576","Klf2","Nfe2l2",1
"35577","Klf2","Tgfb1",-1
"35578","Klf2","Ifng",-1
"35579","Klf2","Ace",1
"35580","Klf2","Hmox1",1
"35581","Klf2","Kdr",1
"35582","Klf2","Adm",1
"35583","Klf2","Il4",-1
"35584","Klf2","Serpinh1",1
"35585","Klf4","Nos2",1
"35586","Klf4","Hsp90aa1",1
"35587","Klf4","Sprr1a",1
"35588","Klf4","Mapk7",1
"35589","Klf4","Aqp3",1
"35590","Klf4","Sox2",1
"35591","Klf4","Pou5f1",1
"35592","Klf5","Icam1",1
"35593","Klf5","F3",1
"35594","Klf6","Pcna",-1
"35595","Klf6","Bcl2l1",-1
"35596","Klf6","Vegfa",1
"35597","Klf6","Alb",1
"35598","Klf7","Ins2",-1
"35599","Klf7","Hk2",-1
"35600","Klf7","Fabp7",1
"35601","Klf9","Eef1a1",1
"35602","Kmt2a","Mllt11",1
"35603","Kmt2a","Meis1",1
"35604","Kmt2a","Gata3",1
"35605","Kmt2a","Hif1a",1
"35606","Kmt2d","Hbb-b1",1
"35607","Lbx1","Sst",1
"35608","Lef1","Myb",1
"35609","Lef1","Axin1",-1
"35610","Lef1","Il5",-1
"35611","Lef1","Sox3",1
"35612","Lef1","Sp1",1
"35613","Lhx1","Reln",1
"35614","Lhx1","Chrd",1
"35615","Lhx1","Npy",1
"35616","Pax6","Lhx2",1
"35617","Lhx2","Pax6",1
"35618","Lhx2","Six6",1
"35619","Lhx8","Gsc",1
"35620","Lhx8","Lhx6",1
"35621","Lhx8","Msx1",1
"35622","Lhx8","Msx2",1
"35623","Lhx8","Bmp4",1
"35624","Litaf","Cxcl12",1
"35625","Litaf","Ccl12",-1
"35626","Lmx1b","Col3a1",1
"35627","Lmx1b","Col4a3",1
"35628","Maf","Il13",1
"35629","Maf","Cd8a",1
"35630","Maf","Col2a1",1
"35631","Mafb","Nfatc1",-1
"35632","Mafb","Oscar",-1
"35633","Mafb","Hoxb3",1
"35634","Mafb","Hoxa3",1
"35635","Mafb","Hoxb1",1
"35636","Mafb","Cd5l",1
"35637","Mafb","Mmp12",1
"35638","Mafg","Nfe2l1",-1
"35639","Max","Mlxipl",1
"35640","Max","Chi3l1",1
"35641","Mbd1","Snurf",-1
"35642","Mbd1","Snrpn",-1
"35643","Mecom","Fos",1
"35644","Mecom","Map2",1
"35645","Mecom","Serpine1",-1
"35646","Mef2a","Nos3",1
"35647","Mef2a","Col1a1",1
"35648","Mef2a","Atp2a2",1
"35649","Mef2a","Pcna",1
"35650","Mef2a","Syngap1",1
"35651","Mef2a","Myl11",1
"35652","Mef2b","Nox1",1
"35653","Mef2c","Hand2",1
"35654","Mef2c","Dlx5",1
"35655","Mef2c","Dlx6",1
"35656","Mef2c","Six4",1
"35657","Mef2c","Vgll2",-1
"35658","Mef2c","Adss1",1
"35659","Mef2c","Myh6",1
"35660","Mef2c","Hjv",1
"35661","Mef2d","Ep300",1
"35662","Meis1","Myb",1
"35663","Meis1","Ascl1",1
"35664","Meis1","Hif1a",1
"35665","Meis2","Pax6",1
"35666","Meis3","Shh",1
"35667","Meox1","Foxc1",-1
"35668","Meox1","Foxc2",-1
"35669","Meox1","Gli1",1
"35670","Meox2","Bcl2",-1
"35671","Meox2","Bax",1
"35672","Mesp2","Notch1",-1
"35673","Mesp2","Pcdh8",1
"35674","Mesp2","Dll1",-1
"35675","Mesp2","Uncx",-1
"35676","Mesp2","Pax3",1
"35677","Mitf","Ednrb",1
"35678","Mitf","Myl1",1
"35679","Mitf","Sdc1",-1
"35680","Mitf","Ptgds",1
"35681","Mitf","Slc45a2",1
"35682","Mitf","Bad",1
"35683","Mitf","Ndst2",-1
"35684","Mitf","Smad3",-1
"35685","Mitf","Mki67",-1
"35686","Mixl1","Tbxt",1
"35687","Mlxipl","Crebbp",1
"35688","Mlxipl","Pparg",1
"35689","Msx1","Vdr",-1
"35690","Msx1","Runx2",-1
"35691","Msx1","Cdkn2d",1
"35692","Msx1","Ptch1",1
"35693","Msx1","Sdc1",1
"35694","Msx1","Wnt1",1
"35695","Msx1","Cdh2",1
"35696","Msx2","Dlx5",-1
"35697","Msx2","Ccnd1",1
"35698","Msx2","Msx1",1
"35699","Msx2","Tgfb3",1
"35700","Msx2","Tgfb2",1
"35701","Msx2","Atoh7",-1
"35702","Msx2","Pitx2",-1
"35703","Msx2","Ihh",1
"35704","Msx2","Wdr5",-1
"35705","Msx2","Col2a1",-1
"35706","Msx2","Col10a1",1
"35707","Msx2","Lama3",1
"35708","Msx2","Col1a1",-1
"35709","Msx2","Myod1",-1
"35710","Msx2","Pou4f2",-1
"35711","Mta1","Hif1a",1
"35712","Mta1","Gnai2",1
"35713","Mtf1","Ndrg1",1
"35714","Mtf1","Hamp",1
"35715","Myb","Cd8a",1
"35716","Myb","Kit",1
"35717","Myb","Vdr",1
"35718","Myb","Igfbp3",1
"35719","Myb","Slamf6",1
"35720","Myb","Gbx2",1
"35721","Myb","B2m",1
"35722","Myb","Bcl2l1",1
"35723","Myb","Igll1",1
"35724","Myb","Pax6",1
"35725","Myb","Plod2",1
"35726","Myb","Igf2",1
"35727","Myb","Hhex",1
"35728","Myb","Slamf1",1
"35729","Myb","Vim",1
"35730","Myb","Tp53",1
"35731","Myb","Cish",1
"35732","Mybl2","Tp53",1
"35733","Mybl2","Hspa1a",1
"35734","Mybl2","Col5a2",-1
"35735","Mybl2","Anpep",1
"35736","Mybl2","Pou5f1",1
"35737","Myc","Cdh2",-1
"35738","Myc","Fas",1
"35739","Myc","Vcam1",1
"35740","Myc","G6pc1",1
"35741","Myc","Atm",1
"35742","Myc","Ccnd3",1
"35743","Myc","Dhfr",1
"35744","Myc","Vav1",1
"35745","Myc","Cdc25b",1
"35746","Myc","Plaur",1
"35747","Myc","Kit",1
"35748","Myc","Calca",1
"35749","Myc","Cdc73",1
"35750","Myc","Foxo4",1
"35751","Myc","Xrcc5",-1
"35752","Myc","Chi3l1",1
"35753","Myc","Fgf3",1
"35754","Myc","Pms2",-1
"35755","Myc","Rps10",1
"35756","Myc","B2m",1
"35757","Myc","Bub1b",1
"35758","Myc","Cast",-1
"35759","Myc","Abcb1a",1
"35760","Myc","Ndufaf2",1
"35761","Myc","Ezr",1
"35762","Myc","Rps6ka6",1
"35763","Myc","Mad2l1",1
"35764","Myc","Sgk1",1
"35765","Myc","Hmga1",1
"35766","Mycl","Kcnq4",-1
"35767","Mycn","Igf1r",1
"35768","Mycn","Il6",-1
"35769","Mycn","Mmp2",1
"35770","Mycn","Faslg",1
"35771","Mycn","Tp73",1
"35772","Mycn","Casp9",1
"35773","Mycn","Th",1
"35774","Mycn","Tgfb2",1
"35775","Mycn","Birc7",1
"35776","Mycn","Ntrk2",1
"35777","Mycn","Rarb",1
"35778","Myf5","Mycl",1
"35779","Myf5","Igfbp5",1
"35780","Myf5","Runx1",1
"35781","Myf5","Cdh15",1
"35782","Myf5","Vgll3",1
"35783","Myf6","Tp73",1
"35784","Myf6","Cdkn1a",-1
"35785","Myod1","Dll1",1
"35786","Myod1","Mef2c",1
"35787","Myod1","Mycl",1
"35788","Myod1","Tp73",1
"35789","Myod1","Runx1",1
"35790","Myod1","Igfbp5",1
"35791","Myod1","Vgll2",-1
"35792","Myod1","Arnt",1
"35793","Myod1","Reck",-1
"35794","Myod1","Rbm38",1
"35795","Myod1","Acsl5",1
"35796","Myod1","Sgcg",1
"35797","Myod1","Inpp5k",1
"35798","Myog","Scn5a",1
"35799","Myog","Vgll2",-1
"35800","Myog","Tpm2",1
"35801","Myog","Slc2a3",-1
"35802","Myog","Trim63",1
"35803","Myog","Hjv",1
"35804","Myog","Fbxo32",1
"35805","Neurog3","Myt1",1
"35806","Myt1","Neurog3",1
"35807","Myt1","Gcg",1
"35808","Nanog","Cxcr4",1
"35809","Ncoa1","Hnf1a",1
"35810","Ncoa1","Tp53",1
"35811","Ncoa1","Klf10",1
"35812","Ncoa1","Csf1",1
"35813","Ncoa1","Ltf",1
"35814","Ncoa2","Gria2",1
"35815","Ncoa2","Hnf1a",1
"35816","Ncoa2","Col2a1",1
"35817","Ncoa2","Cd38",1
"35818","Ncoa2","Fgb",1
"35819","Ncoa2","G6pc1",1
"35820","Ncoa2","Ucp3",1
"35821","Ncoa3","Igf1r",1
"35822","Ncoa3","Vdr",1
"35823","Ncoa3","Il6",1
"35824","Ncoa3","Nr1i3",1
"35825","Ncoa3","Jun",1
"35826","Ncoa3","Nfe2l2",1
"35827","Ncoa3","Ltf",1
"35828","Ncor2","Lpl",-1
"35829","Ncor2","Nr2f1",-1
"35830","Ncor2","Abca1",1
"35831","Ncor2","Folr1",-1
"35832","Ncor2","Lep",1
"35833","Ncor2","Jarid2",-1
"35834","Neurod1","Pitx1",1
"35835","Neurod1","Omp",-1
"35836","Neurod1","Pdyn",1
"35837","Neurod1","Gnal",-1
"35838","Neurod1","Dll1",1
"35839","Neurod1","Thrb",1
"35840","Neurod1","Gal",1
"35841","Neurod2","Ins2",1
"35842","Neurod2","Gal",1
"35843","Neurod2","Pdyn",1
"35844","Neurod2","Zeb1",1
"35845","Neurod6","Pdyn",1
"35846","Neurod6","Kif5b",1
"35847","Neurod6","Gal",1
"35848","Neurog1","Neurod1",1
"35849","Neurog1","Btbd6",1
"35850","Neurog1","Neurog2",1
"35851","Neurog1","Th",1
"35852","Neurog1","Prok2",1
"35853","Neurog1","Chrd",-1
"35854","Neurog1","Vsx2",-1
"35855","Neurog2","Neurod4",1
"35856","Neurog3","Cpa1",1
"35857","Neurog3","Pax6",1
"35858","Nfat5","Rel",1
"35859","Nfat5","Slc14a1",1
"35860","Nfat5","Hspa2",1
"35861","Nfat5","Pnpla6",1
"35862","Nfat5","Col2a1",1
"35863","Nfatc1","Mapk9",1
"35864","Nfatc1","Rcan1",1
"35865","Nfatc1","Mapk3",1
"35866","Nfatc1","Map2k1",1
"35867","Nfatc1","Col1a1",1
"35868","Nfatc1","Myog",1
"35869","Nfatc1","B3gat3",-1
"35870","Nfatc1","Pdpn",1
"35871","Nfatc1","F2r",1
"35872","Nfatc1","Ltbp3",1
"35873","Nfatc1","Ppargc1a",1
"35874","Nfatc1","Mapk8",1
"35875","Nfatc2","Entpd2",1
"35876","Nfatc2","S100a3",1
"35877","Nfatc3","Kcnb1",-1
"35878","Nfatc3","Il5",1
"35879","Nfatc3","Kcnc1",-1
"35880","Nfatc3","Ifng",1
"35881","Nfatc4","Adss1",1
"35882","Nfatc4","Lcn2",-1
"35883","Nfatc4","Myoz2",1
"35884","Nfe2l2","Slpi",1
"35885","Nfe2l2","Osgin1",1
"35886","Nfe2l2","Nr3c1",1
"35887","Nfe2l2","Foxo3",1
"35888","Nfe2l2","Psmd4",1
"35889","Nfe2l2","Ikbkb",-1
"35890","Nfe2l2","Gstm7",1
"35891","Nfe2l2","Pparg",1
"35892","Nfe2l2","Nr0b2",1
"35893","Nfia","Gstp1",1
"35894","Nfia","Gstp2",1
"35895","Nfia","Gabra6",1
"35896","Nfia","Cebpd",1
"35897","Nfib","Stat5a",1
"35898","Nfic","Nfia",1
"35899","Nfic","Tgfb1",1
"35900","Nfic","Stat5a",1
"35901","Nfic","Pck2",-1
"35902","Nfic","Tpo",1
"35903","Nfic","Cntn2",1
"35904","Nfic","Hnf1a",1
"35905","Nfic","Foxm1",1
"35906","Nfic","Nr3c1",1
"35907","Nfil3","Bcl2l1",-1
"35908","Nfix","Hgf",-1
"35909","Nfkb1","Mdm2",1
"35910","Nfkb1","Atp12a",-1
"35911","Nfkb1","Cd4",-1
"35912","Nfkb1","H2-Q10",-1
"35913","Nfkb1","H2-Q7",-1
"35914","Nfkb1","H2-K1",-1
"35915","Nfkb1","H2-D1",-1
"35916","Nfkb1","Ccl27",1
"35917","Nfkb2","Aire",1
"35918","Nfkb2","B2m",1
"35919","Nfkb2","Ifng",1
"35920","Nfya","Gnrhr",1
"35921","Nfya","Lef1",1
"35922","Nfya","Sdhc",1
"35923","Nfya","Fdft1",1
"35924","Nfya","Fgf4",1
"35925","Nfya","Cga",1
"35926","Nfya","Notch1",1
"35927","Nfya","Sdhd",1
"35928","Nfya","Sdhb",1
"35929","Nfyb","Abo",1
"35930","Nfyb","Col1a2",1
"35931","Nfyb","Cyc1",1
"35932","Nfyb","Col5a3",1
"35933","Nfyb","Uqcrq",1
"35934","Nfyb","Col11a1",1
"35935","Nfyb","Gata4",1
"35936","Nkx2-1","Nes",1
"35937","Nkx2-1","H2-Q10",1
"35938","Nkx2-1","H2-Q7",1
"35939","Nkx2-1","H2-K1",1
"35940","Nkx2-1","H2-D1",1
"35941","Nkx2-1","Adcyap1",1
"35942","Nkx2-1","Ccl11",1
"35943","Nkx2-1","Il6",1
"35944","Nkx2-1","Cebpa",1
"35945","Nkx2-1","Tgfb2",-1
"35946","Nkx2-1","Hhex",1
"35947","Nkx2-1","Mdk",1
"35948","Nkx2-1","Nrp2",-1
"35949","Nkx2-1","Flt1",1
"35950","Nkx2-2","Ins2",1
"35951","Nkx2-2","Nkx6-1",1
"35952","Nkx2-2","Plp1",1
"35953","Nkx2-2","Slit1",1
"35954","Nkx2-2","Sulf1",1
"35955","Nkx2-5","Mylk3",1
"35956","Nkx2-5","E2f1",-1
"35957","Nkx2-5","Wt1",1
"35958","Nkx2-6","Mef2a",1
"35959","Nkx2-6","Tubb3",1
"35960","Nkx2-6","Gja5",1
"35961","Nkx3-1","Srf",1
"35962","Nkx3-1","Nkx3-2",1
"35963","Nkx3-1","Igfbp3",1
"35964","Nkx3-2","Bmp4",1
"35965","Nkx3-2","Gdf5",1
"35966","Nkx3-2","Wnt5a",1
"35967","Nkx6-2","Igf1",1
"35968","Nono","Pgr",-1
"35969","Npas1","Arnt",-1
"35970","Npas1","Arnt2",-1
"35971","Nr0b1","Hsd3b3",-1
"35972","Nr0b1","Hsd3b2",-1
"35973","Nr0b1","Hsd3b6",-1
"35974","Nr0b1","Ppargc1a",-1
"35975","Nr0b2","Cdx1",1
"35976","Nr0b2","Mmp9",1
"35977","Nr0b2","Hnf4g",-1
"35978","Nr0b2","Nr1i3",1
"35979","Nr0b2","Stra8",1
"35980","Nr0b2","Smad7",-1
"35981","Nr0b2","Foxo3",-1
"35982","Nr0b2","Actg2",-1
"35983","Nr0b2","Apob",-1
"35984","Nr0b2","Foxo4",-1
"35985","Nr1d1","Crx",1
"35986","Nr1d1","Cdkn1a",-1
"35987","Nr1d1","Nrl",1
"35988","Nr1d1","Rorc",-1
"35989","Nr1h2","Ins2",1
"35990","Nr1h2","Pdx1",1
"35991","Nr1h2","Slc2a2",1
"35992","Nr1h2","Gck",1
"35993","Nr1h2","Aqp1",1
"35994","Nr1h3","Apoa1",1
"35995","Nr1h3","Lipg",-1
"35996","Nr1h3","Ldlr",1
"35997","Nr1h3","Scarb1",1
"35998","Nr1h3","Apoa2",1
"35999","Nr1h3","Ptgs2",-1
"36000","Nr1h3","F2rl3",1
"36001","Nr1h4","Tnf",-1
"36002","Nr1h4","Nr1h3",-1
"36003","Nr1h4","Nos2",-1
"36004","Nr1h4","Mmp9",1
"36005","Nr1h4","Ptgs2",-1
"36006","Nr1h4","Pck2",1
"36007","Nr1h4","Akr1c21",1
"36008","Nr1h4","Timp2",-1
"36009","Nr1h4","Col1a1",-1
"36010","Nr1h4","Actg2",-1
"36011","Nr1h4","Abca1",1
"36012","Nr1h4","Crp",-1
"36013","Nr1h4","Foxm1",1
